dateHour,pageViews,organicSearches,sessions
2020011100,60,7,27
2020011101,40,9,15
2020011102,46,8,18
2020011103,69,9,22
2020011104,111,7,27
2020011105,32,4,15
2020011106,71,7,22
2020011107,89,10,32
2020011108,127,11,45
2020011109,157,14,49
2020011110,110,11,40
2020011111,81,15,35
2020011112,115,16,41
2020011113,119,12,40
2020011114,98,16,35
2020011115,72,12,30
2020011116,42,5,19
2020011117,97,10,32
2020011118,65,11,25
2020011119,67,13,27
2020011120,74,9,29
2020011121,50,5,20
2020011122,66,7,29
2020011123,94,8,29
2020011200,82,6,23
2020011201,63,6,23
2020011202,60,10,21
2020011203,50,8,21
2020011204,86,6,28
2020011205,181,10,40
2020011206,105,9,30
2020011207,86,7,26
2020011208,110,11,30
2020011209,120,12,46
2020011210,70,7,25
2020011211,96,8,23
2020011212,95,17,31
2020011213,118,19,45
2020011214,135,15,42
2020011215,109,15,37
2020011216,87,9,25
2020011217,86,10,30
2020011218,108,7,27
2020011219,85,5,32
2020011220,117,9,26
2020011221,88,12,34
2020011222,112,16,37
2020011223,93,14,31
2020011300,103,13,37
2020011301,88,21,36
2020011302,98,15,32
2020011303,167,18,55
2020011304,169,36,60
2020011305,195,41,72
2020011306,145,15,51
2020011307,137,19,45
2020011308,192,19,51
2020011309,202,30,66
2020011310,349,21,74
2020011311,638,31,236
2020011312,337,24,120
2020011313,359,19,133
2020011314,268,14,101
2020011315,293,19,101
2020011316,267,26,95
2020011317,283,14,77
2020011318,167,15,65
2020011319,810,16,382
2020011320,176,11,69
2020011321,150,10,57
2020011322,167,16,59
2020011323,157,16,62
2020011400,190,10,64
2020011401,185,18,61
2020011402,169,16,66
2020011403,233,17,70
2020011404,237,12,72
2020011405,210,18,74
2020011406,194,10,62
2020011407,212,26,75
2020011408,150,16,60
2020011409,274,30,116
2020011410,275,19,88
2020011411,267,15,83
2020011412,212,18,69
2020011413,143,11,58
2020011414,265,22,75
2020011415,193,20,64
2020011416,198,25,63
2020011417,156,16,53
2020011418,103,11,36
2020011419,99,14,37
2020011420,97,14,40
2020011421,134,9,38
2020011422,118,13,45
2020011423,85,11,28
2020011500,129,9,30
2020011501,107,17,41
2020011502,117,17,42
2020011503,107,14,38
2020011504,140,14,47
2020011505,140,25,52
2020011506,115,17,40
2020011507,144,15,52
2020011508,112,19,46
2020011509,240,18,76
2020011510,171,21,67
2020011511,253,20,79
2020011512,174,14,62
2020011513,190,24,61
2020011514,137,18,54
2020011515,130,13,43
2020011516,128,16,49
2020011517,100,12,41
2020011518,102,13,35
2020011519,133,10,37
2020011520,53,12,26
2020011521,88,8,36
2020011522,71,11,28
2020011523,89,16,37
2020011600,63,4,27
2020011601,95,10,33
2020011602,157,18,49
2020011603,143,10,48
2020011604,117,15,39
2020011605,73,10,33
2020011606,87,13,36
2020011607,126,14,38
2020011608,121,13,50
2020011609,126,20,51
2020011610,181,16,64
2020011611,128,20,48
2020011612,104,18,42
2020011613,149,26,62
2020011614,179,17,54
2020011615,122,17,42
2020011616,124,12,35
2020011617,115,14,35
2020011618,64,3,20
2020011619,77,12,34
2020011620,70,8,24
2020011621,103,13,29
2020011622,89,15,30
2020011623,91,12,24
2020011700,84,13,28
2020011701,57,8,23
2020011702,77,12,35
2020011703,90,13,38
2020011704,56,15,27
2020011705,128,14,46
2020011706,201,12,62
2020011707,159,16,61
2020011708,227,21,84
2020011709,151,15,63
2020011710,345,32,148
2020011711,182,14,78
2020011712,161,14,74
2020011713,160,20,57
2020011714,175,22,72
2020011715,196,20,63
2020011716,99,9,38
2020011717,123,8,46
2020011718,83,5,33
2020011719,70,8,33
2020011720,86,7,36
2020011721,74,7,27
2020011722,72,4,33
2020011723,102,7,26
2020011800,94,4,37
2020011801,92,10,37
2020011802,88,13,38
2020011803,71,7,32
2020011804,73,4,25
2020011805,75,8,28
2020011806,90,8,33
2020011807,57,9,24
2020011808,78,5,27
2020011809,80,14,30
2020011810,100,7,36
2020011811,93,5,30
2020011812,69,6,23
2020011813,63,9,30
2020011814,97,8,36
2020011815,106,11,44
2020011816,78,13,30
2020011817,66,8,25
2020011818,69,11,32
2020011819,60,8,24
2020011820,33,2,17
2020011821,43,4,25
2020011822,74,8,29
2020011823,30,1,15
2020011900,61,5,24
2020011901,33,2,13
2020011902,44,4,14
2020011903,88,3,26
2020011904,75,7,29
2020011905,142,10,41
2020011906,78,8,23
2020011907,125,10,44
2020011908,103,12,39
2020011909,104,13,33
2020011910,108,12,37
2020011911,88,15,33
2020011912,87,10,34
2020011913,136,11,40
2020011914,161,14,41
2020011915,114,11,34
2020011916,70,8,25
2020011917,85,13,35
2020011918,45,9,20
2020011919,72,7,29
2020011920,62,5,16
2020011921,52,6,19
2020011922,69,7,22
2020011923,69,14,27
2020012000,130,12,36
2020012001,112,15,34
2020012002,94,13,38
2020012003,81,7,33
2020012004,138,15,52
2020012005,94,12,35
2020012006,117,13,33
2020012007,126,15,44
2020012008,161,16,49
2020012009,121,22,46
2020012010,178,13,54
2020012011,141,20,62
2020012012,108,12,35
2020012013,96,12,41
2020012014,144,18,40
2020012015,77,18,34
2020012016,191,29,59
2020012017,91,17,34
2020012018,64,7,26
2020012019,88,9,26
2020012020,66,10,25
2020012021,76,10,24
2020012022,99,15,36
2020012023,92,12,35
2020012100,94,13,41
2020012101,91,18,30
2020012102,94,14,39
2020012103,72,11,29
2020012104,121,15,30
2020012105,68,13,23
2020012106,97,17,32
2020012107,147,20,44
2020012108,90,12,37
2020012109,281,18,63
2020012110,174,18,52
2020012111,207,25,62
2020012112,230,24,66
2020012113,155,17,45
2020012114,149,19,42
2020012115,381,6,144
2020012116,692,20,256
2020012117,371,13,132
2020012118,304,11,125
2020012119,215,8,76
2020012120,262,11,105
2020012121,176,9,76
2020012122,207,8,91
2020012123,230,12,72
2020012200,225,19,85
2020012201,218,15,83
2020012202,235,6,97
2020012203,231,21,99
2020012204,221,17,80
2020012205,196,14,73
2020012206,154,14,68
2020012207,217,13,82
2020012208,229,17,83
2020012209,409,32,166
2020012210,313,21,108
2020012211,279,21,114
2020012212,194,16,80
2020012213,225,23,83
2020012214,309,30,101
2020012215,289,20,82
2020012216,161,11,70
2020012217,139,13,50
2020012218,186,14,64
2020012219,168,15,79
2020012220,130,12,53
2020012221,167,15,54
2020012222,100,5,38
2020012223,119,12,40
2020012300,137,11,54
2020012301,126,13,50
2020012302,139,16,56
2020012303,185,12,58
2020012304,148,7,55
2020012305,163,16,53
2020012306,111,10,49
2020012307,158,12,49
2020012308,196,16,62
2020012309,244,25,103
2020012310,249,19,80
2020012311,237,24,87
2020012312,195,23,79
2020012313,207,25,67
2020012314,110,13,43
2020012315,147,12,51
2020012316,135,19,52
2020012317,103,12,40
2020012318,119,16,39
2020012319,84,7,23
2020012320,96,9,38
2020012321,66,5,28
2020012322,101,7,40
2020012323,90,10,37
2020012400,87,11,35
2020012401,82,8,31
2020012402,120,11,36
2020012403,92,14,30
2020012404,114,11,41
2020012405,76,14,33
2020012406,104,12,38
2020012407,128,17,46
2020012408,175,17,48
2020012409,146,15,35
2020012410,179,20,73
2020012411,181,13,61
2020012412,135,12,51
2020012413,196,19,72
2020012414,149,17,53
2020012415,147,20,55
2020012416,137,10,47
2020012417,132,18,48
2020012418,217,9,89
2020012419,99,11,36
2020012420,87,5,32
2020012421,102,7,32
2020012422,123,3,34
2020012423,70,6,28
2020012500,53,6,20
2020012501,60,4,23
2020012502,88,11,36
2020012503,115,7,37
2020012504,75,6,26
2020012505,69,7,26
2020012506,82,3,27
2020012507,70,5,28
2020012508,135,6,38
2020012509,105,5,37
2020012510,214,18,92
2020012511,151,7,67
2020012512,123,7,62
2020012513,110,8,50
2020012514,107,15,54
2020012515,104,6,48
2020012516,86,9,38
2020012517,124,10,50
2020012518,143,5,53
2020012519,80,5,43
2020012520,139,7,45
2020012521,174,8,61
2020012522,93,2,34
2020012523,85,3,35
2020012600,80,7,31
2020012601,61,10,28
2020012602,94,5,41
2020012603,64,3,33
2020012604,138,5,48
2020012605,113,8,35
2020012606,105,10,48
2020012607,119,13,40
2020012608,118,6,39
2020012609,112,5,49
2020012610,156,16,55
2020012611,150,13,54
2020012612,201,14,52
2020012613,179,13,55
2020012614,113,9,39
2020012615,103,12,36
2020012616,121,8,42
2020012617,70,4,22
2020012618,68,5,27
2020012619,73,5,26
2020012620,83,7,29
2020012621,79,9,27
2020012622,68,5,25
2020012623,96,7,31
2020012700,85,13,33
2020012701,95,8,34
2020012702,73,9,29
2020012703,136,12,40
2020012704,97,16,41
2020012705,123,10,49
2020012706,108,16,46
2020012707,156,20,55
2020012708,183,21,57
2020012709,211,24,75
2020012710,403,24,129
2020012711,226,31,92
2020012712,240,25,89
2020012713,228,17,84
2020012714,182,18,53
2020012715,168,16,53
2020012716,191,20,63
2020012717,165,12,54
2020012718,176,11,73
2020012719,133,13,51
2020012720,109,12,40
2020012721,88,8,32
2020012722,147,14,39
2020012723,91,7,35
2020012800,75,6,30
2020012801,145,8,55
2020012802,102,11,31
2020012803,166,13,50
2020012804,126,22,50
2020012805,132,18,44
2020012806,107,18,43
2020012807,139,21,54
2020012808,147,19,54
2020012809,195,21,66
2020012810,187,20,59
2020012811,150,21,54
2020012812,116,17,42
2020012813,102,20,43
2020012814,186,24,67
2020012815,156,20,51
2020012816,133,26,54
2020012817,113,20,42
2020012818,106,14,41
2020012819,104,15,38
2020012820,70,5,20
2020012821,69,6,28
2020012822,80,13,32
2020012823,91,9,27
2020012900,54,9,21
2020012901,80,9,34
2020012902,79,13,31
2020012903,125,16,40
2020012904,124,19,42
2020012905,150,18,40
2020012906,163,20,49
2020012907,139,7,43
2020012908,152,23,57
2020012909,207,20,71
2020012910,150,17,52
2020012911,117,15,46
2020012912,193,22,68
2020012913,147,23,46
2020012914,153,15,51
2020012915,163,18,52
2020012916,104,14,42
2020012917,116,18,41
2020012918,112,13,32
2020012919,73,8,22
2020012920,66,8,27
2020012921,59,14,24
2020012922,53,10,27
2020012923,50,6,21
2020013000,96,17,30
2020013001,64,13,23
2020013002,79,14,33
2020013003,87,15,37
2020013004,69,13,28
2020013005,90,13,32
2020013006,141,22,42
2020013007,87,14,35
2020013008,196,18,63
2020013009,305,21,137
2020013010,211,20,83
2020013011,187,28,72
2020013012,173,16,56
2020013013,160,15,53
2020013014,102,14,39
2020013015,110,20,49
2020013016,106,17,44
2020013017,134,19,40
2020013018,133,15,41
2020013019,87,9,22
2020013020,73,10,26
2020013021,75,14,32
2020013022,60,8,21
2020013023,67,10,28
2020013100,79,12,37
2020013101,68,7,30
2020013102,98,11,36
2020013103,95,13,34
2020013104,122,13,43
2020013105,79,15,35
2020013106,115,12,34
2020013107,195,10,41
2020013108,156,19,50
2020013109,235,24,109
2020013110,230,10,67
2020013111,149,14,55
2020013112,120,14,34
2020013113,112,21,45
2020013114,144,14,51
2020013115,94,13,30
2020013116,166,11,71
2020013117,103,7,36
2020013118,37,8,17
2020013119,57,8,25
2020013120,49,8,19
2020013121,75,7,29
2020013122,67,6,22
2020013123,87,9,26
2020020100,81,9,29
2020020101,71,8,23
2020020102,50,7,21
2020020103,66,2,22
2020020104,41,7,17
2020020105,26,4,13
2020020106,47,4,14
2020020107,75,6,21
2020020108,67,9,23
2020020109,137,7,43
2020020110,96,9,36
2020020111,187,13,78
2020020112,99,9,38
2020020113,131,15,57
2020020114,153,16,56
2020020115,105,9,44
2020020116,41,4,19
2020020117,79,5,30
2020020118,217,9,33
2020020119,81,8,32
2020020120,67,10,30
2020020121,102,11,39
2020020122,62,9,28
2020020123,103,11,35
2020020200,101,5,28
2020020201,65,5,18
2020020202,98,14,38
2020020203,68,6,24
2020020204,55,6,27
2020020205,56,5,18
2020020206,64,6,24
2020020207,68,7,27
2020020208,93,12,31
2020020209,71,13,26
2020020210,131,9,40
2020020211,203,13,55
2020020212,128,15,52
2020020213,197,14,62
2020020214,129,9,48
2020020215,109,12,40
2020020216,113,13,39
2020020217,116,12,35
2020020218,94,8,28
2020020219,92,9,30
2020020220,69,8,24
2020020221,91,8,31
2020020222,81,12,32
2020020223,80,10,31
2020020300,70,11,24
2020020301,78,10,29
2020020302,67,10,30
2020020303,114,10,46
2020020304,82,16,29
2020020305,123,22,43
2020020306,124,19,42
2020020307,78,8,32
2020020308,170,17,45
2020020309,163,20,59
2020020310,155,19,51
2020020311,157,17,51
2020020312,136,20,45
2020020313,136,22,51
2020020314,228,22,63
2020020315,154,23,53
2020020316,118,14,39
2020020317,140,12,43
2020020318,75,11,30
2020020319,86,11,28
2020020320,112,7,23
2020020321,84,11,26
2020020322,60,7,26
2020020323,83,10,23
2020020400,74,14,33
2020020401,74,14,34
2020020402,73,10,31
2020020403,74,13,27
2020020404,125,20,41
2020020405,112,26,47
2020020406,98,18,34
2020020407,169,15,42
2020020408,150,20,54
2020020409,167,23,65
2020020410,174,28,66
2020020411,147,20,59
2020020412,152,19,56
2020020413,109,15,45
2020020414,139,20,47
2020020415,134,20,46
2020020416,105,19,46
2020020417,88,13,38
2020020418,56,7,25
2020020419,91,17,41
2020020420,104,10,36
2020020421,54,5,22
2020020422,89,15,36
2020020423,67,11,27
2020020500,95,13,33
2020020501,56,9,26
2020020502,97,13,33
2020020503,121,18,42
2020020504,136,19,42
2020020505,114,14,37
2020020506,134,14,37
2020020507,121,16,41
2020020508,152,14,52
2020020509,158,13,56
2020020510,158,23,51
2020020511,139,21,52
2020020512,141,17,48
2020020513,141,17,46
2020020514,315,32,91
2020020515,278,19,80
2020020516,166,17,47
2020020517,125,14,33
2020020518,81,14,36
2020020519,113,17,45
2020020520,94,16,37
2020020521,92,11,31
2020020522,65,9,26
2020020523,71,13,28
2020020600,88,15,31
2020020601,94,11,28
2020020602,85,7,32
2020020603,138,16,42
2020020604,72,21,32
2020020605,114,18,41
2020020606,113,15,44
2020020607,146,19,57
2020020608,183,23,56
2020020609,212,22,69
2020020610,227,19,85
2020020611,198,22,60
2020020612,217,19,75
2020020613,181,18,54
2020020614,155,10,39
2020020615,130,11,34
2020020616,222,20,49
2020020617,170,16,47
2020020618,67,5,31
2020020619,127,13,39
2020020620,109,14,31
2020020621,119,16,33
2020020622,80,10,28
2020020623,66,11,26
2020020700,80,9,29
2020020701,142,9,38
2020020702,141,19,46
2020020703,119,14,42
2020020704,109,13,40
2020020705,116,15,39
2020020706,132,17,42
2020020707,185,18,50
2020020708,111,11,33
2020020709,121,16,46
2020020710,170,18,61
2020020711,210,18,47
2020020712,98,20,35
2020020713,99,12,32
2020020714,119,19,37
2020020715,148,11,42
2020020716,143,14,39
2020020717,79,6,28
2020020718,75,15,31
2020020719,67,7,20
2020020720,60,9,22
2020020721,46,7,21
2020020722,18,3,9
2020020723,56,8,21
2020020800,46,12,20
2020020801,30,5,12
2020020802,61,10,23
2020020803,67,4,19
2020020804,51,10,20
2020020805,82,10,18
2020020806,77,9,27
2020020807,44,5,14
2020020808,43,7,19
2020020809,104,19,36
2020020810,120,12,40
2020020811,87,3,26
2020020812,81,10,35
2020020813,47,9,24
2020020814,69,16,30
2020020815,82,8,28
2020020816,59,9,20
2020020817,74,10,23
2020020818,30,6,16
2020020819,41,9,20
2020020820,43,6,20
2020020821,39,8,18
2020020822,46,12,25
2020020823,60,11,28
2020020900,56,5,21
2020020901,59,9,24
2020020902,55,6,23
2020020903,36,5,13
2020020904,82,6,31
2020020905,53,11,20
2020020906,57,10,22
2020020907,89,8,29
2020020908,145,15,42
2020020909,97,12,36
2020020910,104,14,40
2020020911,84,14,27
2020020912,82,10,23
2020020913,99,13,38
2020020914,97,11,37
2020020915,82,13,26
2020020916,79,8,26
2020020917,82,16,29
2020020918,70,12,24
2020020919,142,9,57
2020020920,191,8,76
2020020921,151,7,63
2020020922,179,19,73
2020020923,122,16,55
2020021000,149,12,56
2020021001,168,18,57
2020021002,144,9,59
2020021003,235,18,63
2020021004,229,15,70
2020021005,267,20,79
2020021006,203,24,71
2020021007,272,22,77
2020021008,179,24,71
2020021009,155,14,60
2020021010,214,25,75
2020021011,226,19,88
2020021012,152,18,62
2020021013,259,20,77
2020021014,184,18,56
2020021015,177,19,70
2020021016,161,17,51
2020021017,128,15,47
2020021018,130,6,45
2020021019,92,13,42
2020021020,163,11,61
2020021021,109,11,46
2020021022,142,13,43
2020021023,86,16,37
2020021100,97,14,38
2020021101,118,10,52
2020021102,145,9,49
2020021103,184,14,48
2020021104,187,13,42
2020021105,174,28,67
2020021106,201,18,60
2020021107,206,20,76
2020021108,191,16,48
2020021109,169,21,63
2020021110,440,32,200
2020021111,343,29,116
2020021112,292,21,115
2020021113,173,19,84
2020021114,260,16,90
2020021115,279,19,79
2020021116,256,17,57
2020021117,158,12,49
2020021118,79,20,36
2020021119,110,11,45
2020021120,152,21,45
2020021121,78,12,34
2020021122,158,21,50
2020021123,143,13,43
2020021200,98,10,41
2020021201,141,20,62
2020021202,130,13,48
2020021203,131,14,52
2020021204,118,19,50
2020021205,165,17,55
2020021206,103,14,42
2020021207,125,16,49
2020021208,157,17,59
2020021209,188,14,63
2020021210,195,26,77
2020021211,191,25,80
2020021212,187,18,64
2020021213,157,14,57
2020021214,195,24,70
2020021215,141,11,46
2020021216,140,24,45
2020021217,182,17,47
2020021218,40,9,18
2020021219,84,9,36
2020021220,82,6,30
2020021221,131,10,37
2020021222,72,9,25
2020021223,78,14,37
2020021300,88,8,40
2020021301,111,15,44
2020021302,77,9,34
2020021303,137,14,51
2020021304,166,20,51
2020021305,96,17,41
2020021306,114,13,37
2020021307,123,15,51
2020021308,231,16,65
2020021309,759,21,294
2020021310,720,24,265
2020021311,692,24,257
2020021312,635,24,242
2020021313,611,26,212
2020021314,624,25,234
2020021315,367,23,156
2020021316,382,16,136
2020021317,349,4,125
2020021318,253,16,101
2020021319,162,8,70
2020021320,239,14,90
2020021321,212,7,81
2020021322,238,15,81
2020021323,198,9,88
2020021400,192,12,74
2020021401,160,12,62
2020021402,182,7,80
2020021403,200,6,83
2020021404,291,16,102
2020021405,238,11,86
2020021406,185,12,81
2020021407,266,19,93
2020021408,241,15,95
2020021409,309,19,112
2020021410,325,27,118
2020021411,415,16,99
2020021412,261,15,112
2020021413,177,29,73
2020021414,140,19,59
2020021415,112,8,51
2020021416,199,8,65
2020021417,113,8,45
2020021418,104,9,43
2020021419,143,8,55
2020021420,92,5,30
2020021421,90,8,32
2020021422,163,5,48
2020021423,82,8,33
2020021500,69,6,26
2020021501,99,10,37
2020021502,43,4,18
2020021503,60,4,25
2020021504,113,6,38
2020021505,122,11,39
2020021506,92,11,36
2020021507,140,13,47
2020021508,140,13,57
2020021509,164,10,66
2020021510,247,13,101
2020021511,279,15,114
2020021512,231,9,87
2020021513,307,11,107
2020021514,234,16,89
2020021515,190,12,68
2020021516,188,3,69
2020021517,163,9,59
2020021518,148,7,67
2020021519,86,6,38
2020021520,148,6,62
2020021521,146,9,70
2020021522,193,10,79
2020021523,165,4,67
2020021600,153,10,66
2020021601,167,10,62
2020021602,155,2,53
2020021603,134,5,50
2020021604,179,6,66
2020021605,150,8,57
2020021606,132,5,49
2020021607,157,9,53
2020021608,227,17,91
2020021609,314,10,118
2020021610,232,14,97
2020021611,226,11,95
2020021612,217,13,89
2020021613,168,12,72
2020021614,161,17,66
2020021615,153,14,46
2020021616,161,13,60
2020021617,170,11,58
2020021618,121,6,41
2020021619,158,15,74
2020021620,123,10,47
2020021621,126,10,50
2020021622,151,16,58
2020021623,167,9,59
2020021700,179,13,65
2020021701,166,22,67
2020021702,190,15,57
2020021703,168,13,66
2020021704,193,19,83
2020021705,140,25,55
2020021706,133,20,52
2020021707,147,16,57
2020021708,209,20,83
2020021709,172,15,71
2020021710,343,31,110
2020021711,319,21,112
2020021712,236,12,87
2020021713,264,15,87
2020021714,196,17,64
2020021715,162,24,67
2020021716,158,17,59
2020021717,173,12,60
2020021718,132,18,55
2020021719,153,6,50
2020021720,137,6,49
2020021721,227,15,70
2020021722,138,15,59
2020021723,108,8,48
2020021800,220,15,71
2020021801,172,15,61
2020021802,137,18,58
2020021803,126,8,35
2020021804,166,16,65
2020021805,163,24,66
2020021806,130,14,54
2020021807,181,15,58
2020021808,219,20,74
2020021809,283,29,112
2020021810,257,29,98
2020021811,260,23,81
2020021812,221,22,73
2020021813,128,15,54
2020021814,219,12,74
2020021815,172,16,58
2020021816,86,16,34
2020021817,145,12,57
2020021818,80,7,30
2020021819,74,11,24
2020021820,107,12,40
2020021821,129,9,42
2020021822,79,8,31
2020021823,87,11,36
2020021900,86,14,31
2020021901,100,13,40
2020021902,130,16,39
2020021903,144,17,43
2020021904,100,17,46
2020021905,102,14,44
2020021906,129,13,46
2020021907,133,16,51
2020021908,164,31,62
2020021909,174,28,60
2020021910,216,29,79
2020021911,225,27,85
2020021912,234,22,77
2020021913,154,16,59
2020021914,382,22,126
2020021915,504,30,136
2020021916,246,26,74
2020021917,132,14,47
2020021918,155,14,47
2020021919,84,7,27
2020021920,118,12,40
2020021921,140,15,48
2020021922,92,8,36
2020021923,91,10,32
2020022000,140,14,49
2020022001,115,17,37
2020022002,133,12,44
2020022003,144,24,59
2020022004,103,14,45
2020022005,98,20,40
2020022006,166,17,51
2020022007,175,21,57
2020022008,139,11,65
2020022009,283,25,97
2020022010,262,25,101
2020022011,178,18,69
2020022012,248,25,87
2020022013,175,15,55
2020022014,269,19,77
2020022015,104,14,46
2020022016,157,15,53
2020022017,135,10,35
2020022018,74,12,32
2020022019,109,9,41
2020022020,110,12,39
2020022021,52,9,24
2020022022,75,9,27
2020022023,94,17,40
2020022100,88,10,29
2020022101,88,9,34
2020022102,74,12,34
2020022103,129,15,39
2020022104,122,18,38
2020022105,152,13,49
2020022106,222,20,62
2020022107,152,11,40
2020022108,199,12,50
2020022109,560,22,210
2020022110,558,19,209
2020022111,392,21,149
2020022112,326,18,112
2020022113,218,22,85
2020022114,233,12,84
2020022115,195,19,85
2020022116,194,7,81
2020022117,213,17,84
2020022118,147,7,63
2020022119,192,8,71
2020022120,189,9,64
2020022121,147,6,65
2020022122,128,9,53
2020022123,91,9,41
2020022200,110,10,42
2020022201,104,8,43
2020022202,164,10,58
2020022203,107,9,41
2020022204,132,10,50
2020022205,98,7,40
2020022206,125,11,49
2020022207,124,12,43
2020022208,122,11,48
2020022209,137,14,58
2020022210,173,8,68
2020022211,135,6,49
2020022212,153,9,47
2020022213,159,14,65
2020022214,117,15,49
2020022215,152,8,54
2020022216,122,11,43
2020022217,138,6,48
2020022218,80,10,26
2020022219,91,7,29
2020022220,94,9,31
2020022221,76,10,33
2020022222,97,7,30
2020022223,62,11,28
2020022300,92,7,23
2020022301,74,14,28
2020022302,68,9,24
2020022303,132,7,37
2020022304,99,4,34
2020022305,88,11,39
2020022306,109,8,33
2020022307,156,12,42
2020022308,134,15,52
2020022309,116,11,38
2020022310,128,13,41
2020022311,93,11,37
2020022312,130,10,33
2020022313,84,14,34
2020022314,158,19,50
2020022315,116,15,40
2020022316,94,13,33
2020022317,79,9,27
2020022318,138,12,48
2020022319,74,12,30
2020022320,96,6,29
2020022321,106,10,31
2020022322,104,9,37
2020022323,111,10,39
2020022400,87,7,28
2020022401,129,15,44
2020022402,149,14,41
2020022403,106,19,46
2020022404,113,14,36
2020022405,145,23,47
2020022406,167,21,51
2020022407,131,16,53
2020022408,227,21,69
2020022409,242,27,76
2020022410,219,23,90
2020022411,380,18,141
2020022412,284,17,110
2020022413,319,22,117
2020022414,362,27,131
2020022415,227,19,91
2020022416,259,31,94
2020022417,202,12,72
2020022418,175,19,72
2020022419,128,8,50
2020022420,157,15,58
2020022421,150,9,59
2020022422,139,13,54
2020022423,181,17,72
2020022500,117,16,52
2020022501,123,9,50
2020022502,171,16,64
2020022503,184,20,66
2020022504,164,12,63
2020022505,174,22,65
2020022506,213,22,72
2020022507,195,12,74
2020022508,201,23,75
2020022509,341,23,126
2020022510,245,17,87
2020022511,306,30,103
2020022512,174,18,67
2020022513,170,20,69
2020022514,202,35,84
2020022515,172,20,62
2020022516,167,22,61
2020022517,124,19,47
2020022518,127,11,46
2020022519,83,9,33
2020022520,104,14,44
2020022521,115,14,38
2020022522,98,12,37
2020022523,93,11,32
2020022600,96,13,42
2020022601,84,12,35
2020022602,132,16,45
2020022603,127,13,46
2020022604,117,14,53
2020022605,139,23,56
2020022606,151,21,50
2020022607,174,13,51
2020022608,193,19,56
2020022609,245,26,69
2020022610,598,23,216
2020022611,1115,27,401
2020022612,778,22,298
2020022613,666,31,272
2020022614,616,23,253
2020022615,570,20,231
2020022616,501,24,200
2020022617,450,10,195
2020022618,478,15,180
2020022619,3125,10,1474
2020022620,516,10,217
2020022621,775,14,318
2020022622,621,13,263
2020022623,559,12,238
2020022700,656,15,276
2020022701,707,13,271
2020022702,724,18,303
2020022703,652,16,245
2020022704,682,12,241
2020022705,527,22,221
2020022706,716,21,293
2020022707,774,15,309
2020022708,811,15,319
2020022709,1038,16,428
2020022710,942,27,377
2020022711,792,31,335
2020022712,795,28,323
2020022713,821,32,345
2020022714,692,21,294
2020022715,598,19,232
2020022716,566,27,231
2020022717,536,20,237
2020022718,552,13,234
2020022719,493,17,214
2020022720,590,24,256
2020022721,783,17,340
2020022722,755,24,331
2020022723,658,9,287
2020022800,797,12,360
2020022801,805,13,345
2020022802,739,17,312
2020022803,630,9,269
2020022804,550,19,246
2020022805,330,20,144
2020022806,330,18,133
2020022807,386,16,149
2020022808,325,15,124
2020022809,526,27,203
2020022810,461,22,168
2020022811,353,15,133
2020022812,240,13,97
2020022813,312,16,104
2020022814,249,14,84
2020022815,175,22,83
2020022816,245,10,96
2020022817,153,18,63
2020022818,145,14,58
2020022819,128,14,53
2020022820,120,4,44
2020022821,123,10,45
2020022822,142,7,52
2020022823,98,8,43
2020022900,132,11,54
2020022901,101,13,47
2020022902,92,7,26
2020022903,100,9,37
2020022904,109,8,42
2020022905,107,8,33
2020022906,140,10,48
2020022907,146,12,50
2020022908,147,9,61
2020022909,151,10,60
2020022910,188,6,56
2020022911,119,8,44
2020022912,146,10,50
2020022913,132,8,50
2020022914,146,14,58
2020022915,113,8,49
2020022916,129,7,50
2020022917,136,8,45
2020022918,133,6,45
2020022919,78,4,36
2020022920,107,9,35
2020022921,65,4,32
2020022922,69,7,33
2020022923,105,6,42
2020030100,96,9,39
2020030101,111,16,48
2020030102,89,13,35
2020030103,111,5,41
2020030104,61,9,26
2020030105,77,10,36
2020030106,100,8,39
2020030107,112,10,49
2020030108,152,13,65
2020030109,204,11,69
2020030110,149,6,54
2020030111,192,12,62
2020030112,145,9,62
2020030113,174,14,58
2020030114,131,6,51
2020030115,143,10,42
2020030116,123,14,46
2020030117,146,12,46
2020030118,124,6,38
2020030119,73,3,28
2020030120,77,6,28
2020030121,159,14,55
2020030122,68,4,24
2020030123,91,15,33
2020030200,97,8,40
2020030201,128,23,42
2020030202,141,16,66
2020030203,111,14,47
2020030204,171,30,62
2020030205,150,13,48
2020030206,137,18,45
2020030207,188,22,81
2020030208,191,25,73
2020030209,287,33,111
2020030210,281,23,105
2020030211,307,26,103
2020030212,322,28,110
2020030213,148,20,65
2020030214,218,30,79
2020030215,196,15,66
2020030216,141,15,55
2020030217,119,21,50
2020030218,67,9,26
2020030219,143,15,45
2020030220,115,5,42
2020030221,161,11,50
2020030222,152,19,56
2020030223,143,18,57
