dateHour,pageViews,organicSearches,sessions
2019050800,79,16,47
2019050801,77,26,45
2019050802,53,15,32
2019050803,69,21,44
2019050804,73,21,41
2019050807,31,6,19
2019050808,80,25,54
2019050809,101,30,71
2019050810,143,38,71
2019050811,95,29,52
2019050812,68,27,49
2019050813,74,22,48
2019050814,172,30,116
2019050815,158,37,90
2019050816,72,24,51
2019050817,50,16,34
2019050818,38,21,26
2019050819,28,14,24
2019050820,68,18,37
2019050821,46,15,33
2019050822,33,13,23
2019050823,56,18,32
2019050900,47,18,36
2019050901,53,24,37
2019050902,71,23,50
2019050903,67,29,47
2019050904,65,27,47
2019050905,62,27,44
2019050906,54,21,43
2019050907,88,27,51
2019050908,97,35,61
2019050909,70,21,52
2019050910,92,29,55
2019050911,104,28,61
2019050912,89,23,53
2019050913,103,23,57
2019050914,82,25,50
2019050915,73,24,47
2019050916,79,26,48
2019050917,59,15,36
2019050918,48,18,34
2019050919,35,14,27
2019050920,35,9,27
2019050921,48,14,31
2019050922,65,15,38
2019050923,46,14,27
2019051000,65,16,45
2019051001,48,17,30
2019051002,75,11,36
2019051003,47,15,32
2019051004,76,26,46
2019051005,93,18,46
2019051006,88,14,40
2019051007,72,21,43
2019051008,283,21,150
2019051009,196,19,104
2019051010,153,25,85
2019051011,106,21,75
2019051012,179,23,106
2019051013,197,27,110
2019051014,163,19,86
2019051015,128,26,71
2019051016,75,20,49
2019051017,72,13,39
2019051018,62,12,40
2019051019,51,11,27
2019051020,64,8,35
2019051021,44,7,30
2019051022,62,12,27
2019051023,29,11,24
2019051100,26,6,23
2019051101,57,12,36
2019051102,41,10,23
2019051103,40,11,28
2019051104,56,8,34
2019051105,57,11,31
2019051106,67,14,33
2019051107,75,8,29
2019051108,65,14,48
2019051109,72,8,39
2019051110,54,15,31
2019051111,60,17,44
2019051112,38,12,34
2019051113,54,19,38
2019051114,57,8,31
2019051115,46,16,40
2019051116,42,10,25
2019051117,60,15,34
2019051118,33,9,23
2019051119,41,5,22
2019051120,21,6,17
2019051121,25,6,20
2019051122,38,11,30
2019051123,29,8,20
2019051200,26,11,26
2019051201,40,12,26
2019051202,48,10,38
2019051203,32,9,22
2019051204,30,11,26
2019051205,38,6,23
2019051206,50,12,32
2019051207,63,16,44
2019051208,60,10,43
2019051209,64,13,43
2019051210,105,15,65
2019051211,100,15,58
2019051212,98,24,61
2019051213,69,14,42
2019051214,60,15,38
2019051215,56,17,42
2019051216,51,10,33
2019051217,53,14,34
2019051218,43,6,24
2019051219,38,15,28
2019051220,37,12,22
2019051221,59,14,29
2019051222,40,12,24
2019051223,44,15,30
2019051300,35,9,30
2019051301,60,11,34
2019051302,78,15,54
2019051303,84,25,58
2019051304,67,13,37
2019051305,82,29,54
2019051306,71,26,45
2019051307,74,19,45
2019051308,120,26,67
2019051309,119,30,79
2019051310,131,25,70
2019051311,68,25,53
2019051312,77,25,55
2019051313,91,25,61
2019051314,78,25,55
2019051315,75,32,59
2019051316,75,30,54
2019051317,39,16,32
2019051318,50,13,30
2019051319,45,17,32
2019051320,48,13,33
2019051321,64,16,35
2019051322,52,16,40
2019051323,40,14,28
2019051400,40,20,29
2019051401,60,11,31
2019051402,43,14,37
2019051403,59,21,42
2019051404,68,26,47
2019051405,65,32,57
2019051406,75,38,56
2019051407,122,21,63
2019051408,75,23,57
2019051409,165,26,113
2019051410,187,32,127
2019051411,158,28,78
2019051412,104,20,60
2019051413,125,33,76
2019051414,107,27,58
2019051415,91,29,59
2019051416,89,22,53
2019051417,56,14,42
2019051418,32,7,25
2019051419,50,12,29
2019051420,82,16,37
2019051421,58,14,29
2019051422,62,14,37
2019051423,39,9,33
2019051500,44,17,37
2019051501,52,15,36
2019051502,58,16,42
2019051503,57,19,38
2019051504,85,27,66
2019051505,79,26,57
2019051506,80,29,62
2019051507,99,27,66
2019051508,86,23,60
2019051509,89,24,72
2019051510,113,26,80
2019051511,118,29,60
2019051512,128,27,93
2019051513,76,25,56
2019051514,93,21,62
2019051515,95,22,62
2019051516,101,31,60
2019051517,53,12,41
2019051518,36,12,33
2019051519,47,15,28
2019051520,46,11,27
2019051521,37,10,28
2019051522,56,11,30
2019051523,52,14,39
2019051600,41,13,37
2019051601,64,17,45
2019051602,67,17,52
2019051603,60,15,39
2019051604,72,22,56
2019051605,105,27,48
2019051606,103,31,75
2019051607,124,16,75
2019051608,120,33,78
2019051609,267,35,141
2019051610,193,26,97
2019051611,152,27,73
2019051612,127,30,79
2019051613,93,27,64
2019051614,93,26,68
2019051615,54,14,42
2019051616,85,19,52
2019051617,66,19,51
2019051618,37,8,28
2019051619,63,10,27
2019051620,36,9,25
2019051621,34,8,30
2019051622,58,10,37
2019051623,77,9,32
2019051700,45,10,28
2019051701,61,20,42
2019051702,66,27,51
2019051703,68,18,53
2019051704,91,27,55
2019051705,74,18,41
2019051706,102,19,55
2019051707,89,20,54
2019051708,106,15,51
2019051709,188,24,119
2019051710,107,32,77
2019051711,101,19,66
2019051712,77,22,60
2019051713,90,19,55
2019051714,75,18,58
2019051715,64,9,45
2019051716,67,18,52
2019051717,66,16,46
2019051718,52,11,31
2019051719,46,4,20
2019051720,62,6,26
2019051721,52,11,31
2019051722,25,10,21
2019051723,48,12,32
2019051800,39,8,23
2019051801,49,11,27
2019051802,55,10,33
2019051803,52,8,29
2019051804,28,7,24
2019051805,26,9,25
2019051806,28,6,20
2019051807,39,6,25
2019051808,37,10,26
2019051809,56,9,37
2019051810,77,12,35
2019051811,47,8,29
2019051812,42,10,29
2019051813,45,11,30
2019051814,55,16,41
2019051815,33,6,23
2019051816,50,9,30
2019051817,47,14,28
2019051818,26,8,18
2019051819,30,9,20
2019051820,34,10,22
2019051821,26,6,19
2019051822,67,11,28
2019051823,18,4,12
2019051900,30,11,25
2019051901,48,8,28
2019051902,41,9,21
2019051903,33,13,26
2019051904,38,8,28
2019051905,34,3,22
2019051906,35,7,26
2019051907,33,10,30
2019051908,44,15,32
2019051909,54,15,39
2019051910,38,8,30
2019051911,47,17,37
2019051912,50,11,29
2019051913,69,13,36
2019051914,55,9,27
2019051915,50,8,28
2019051916,51,9,34
2019051917,48,11,27
2019051918,44,8,21
2019051919,60,11,28
2019051920,60,16,30
2019051921,40,8,17
2019051922,46,15,34
2019051923,31,9,23
2019052000,43,21,38
2019052001,61,13,30
2019052002,65,23,44
2019052003,77,24,52
2019052004,51,18,38
2019052005,63,29,50
2019052006,87,32,65
2019052007,69,26,48
2019052008,102,23,50
2019052009,110,27,72
2019052010,104,30,76
2019052011,113,27,73
2019052012,85,28,64
2019052013,68,19,49
2019052014,57,20,47
2019052015,84,22,52
2019052016,74,24,55
2019052017,42,9,35
2019052018,46,19,34
2019052019,16,4,15
2019052020,49,11,32
2019052021,54,11,36
2019052022,56,15,38
2019052023,70,15,38
2019052100,46,19,43
2019052101,57,15,33
2019052102,60,16,44
2019052103,77,25,51
2019052104,68,21,42
2019052105,78,21,54
2019052106,69,33,59
2019052107,61,25,47
2019052108,93,33,63
2019052109,125,27,84
2019052110,100,27,60
2019052111,179,25,72
2019052112,101,18,53
2019052113,90,25,50
2019052114,82,19,48
2019052115,81,22,56
2019052116,83,19,47
2019052117,56,21,43
2019052118,61,16,35
2019052119,55,13,33
2019052120,51,6,19
2019052121,38,15,24
2019052122,32,8,24
2019052123,31,7,28
2019052200,61,15,42
2019052201,43,14,30
2019052202,51,16,33
2019052203,73,15,35
2019052204,90,25,51
2019052205,48,24,38
2019052206,52,23,36
2019052207,58,21,37
2019052208,55,25,39
2019052209,84,21,45
2019052210,80,30,57
2019052211,94,23,56
2019052212,77,19,45
2019052213,75,21,41
2019052214,141,22,82
2019052215,101,21,59
2019052216,51,21,40
2019052217,40,15,34
2019052218,30,17,25
2019052219,39,12,29
2019052220,39,7,17
2019052221,75,23,40
2019052222,24,6,13
2019052223,31,11,25
2019052300,35,3,14
2019052301,56,18,32
2019052302,39,11,28
2019052303,48,17,34
2019052304,46,22,39
2019052305,52,15,37
2019052306,48,18,34
2019052307,52,18,39
2019052308,77,30,48
2019052309,233,27,164
2019052310,191,24,125
2019052311,112,24,83
2019052312,113,15,75
2019052313,134,24,81
2019052314,106,22,79
2019052315,105,17,78
2019052316,127,19,78
2019052317,99,16,53
2019052318,52,9,30
2019052319,50,4,37
2019052320,42,5,34
2019052321,55,7,33
2019052322,75,6,42
2019052323,59,10,45
2019052400,103,16,68
2019052401,89,14,69
2019052402,86,12,64
2019052403,73,19,58
2019052404,121,17,70
2019052405,84,22,60
2019052406,84,16,52
2019052407,95,14,62
2019052408,142,27,90
2019052409,183,21,138
2019052410,128,18,84
2019052411,120,20,72
2019052412,78,21,61
2019052413,114,16,77
2019052414,92,14,62
2019052415,84,12,53
2019052416,72,13,43
2019052417,61,18,48
2019052418,78,9,40
2019052419,36,6,26
2019052420,54,6,24
2019052421,40,7,31
2019052422,32,4,22
2019052423,42,6,25
2019052500,44,12,32
2019052501,32,5,22
2019052502,40,10,27
2019052503,34,11,29
2019052504,24,5,21
2019052505,28,7,22
2019052506,39,5,30
2019052507,65,15,38
2019052508,74,12,40
2019052509,62,13,36
2019052510,58,12,32
2019052511,52,13,40
2019052512,62,12,35
2019052513,33,11,29
2019052514,48,8,31
2019052515,35,5,25
2019052516,28,10,26
2019052517,37,11,26
2019052518,30,14,25
2019052519,23,5,17
2019052520,34,3,20
2019052521,33,7,22
2019052522,27,11,22
2019052523,38,6,24
2019052600,43,7,23
2019052601,24,6,17
2019052602,30,6,18
2019052603,31,9,24
2019052604,20,6,21
2019052605,39,8,31
2019052606,37,11,30
2019052607,46,13,30
2019052608,25,9,23
2019052609,63,8,46
2019052610,55,9,38
2019052611,59,11,40
2019052612,60,12,47
2019052613,65,9,34
2019052614,93,12,40
2019052615,58,12,31
2019052616,24,7,20
2019052617,81,11,31
2019052618,39,11,28
2019052619,47,11,37
2019052620,60,12,36
2019052621,66,10,29
2019052622,42,11,30
2019052623,47,9,36
2019052700,49,15,35
2019052701,56,18,44
2019052702,93,21,54
2019052703,77,24,53
2019052704,76,22,52
2019052705,72,20,43
2019052706,59,19,46
2019052707,78,19,55
2019052708,70,24,56
2019052709,73,18,52
2019052710,69,21,49
2019052711,103,18,80
2019052712,75,14,50
2019052713,73,12,46
2019052714,119,24,73
2019052715,95,20,55
2019052716,64,13,46
2019052717,25,11,21
2019052718,38,17,29
2019052719,50,5,27
2019052720,51,6,27
2019052721,46,5,34
2019052722,62,13,42
2019052723,53,11,36
2019052800,51,8,32
2019052801,57,18,36
2019052802,63,16,47
2019052803,46,17,37
2019052804,48,15,36
2019052805,91,23,60
2019052806,110,34,60
2019052807,79,27,54
2019052808,96,23,61
2019052809,108,24,67
2019052810,111,33,85
2019052811,89,28,68
2019052812,95,20,58
2019052813,61,14,40
2019052814,87,21,55
2019052815,66,19,52
2019052816,79,25,47
2019052817,57,15,37
2019052818,55,19,36
2019052819,52,7,30
2019052820,53,13,40
2019052821,51,8,39
2019052822,45,13,28
2019052823,58,12,34
2019052900,58,18,46
2019052901,63,13,35
2019052902,62,17,40
2019052903,76,17,43
2019052904,99,34,64
2019052905,129,44,79
2019052906,68,19,43
2019052907,108,18,54
2019052908,86,21,57
2019052909,159,23,82
2019052910,138,24,76
2019052911,107,24,70
2019052912,110,15,65
2019052913,93,22,58
2019052914,89,20,51
2019052915,79,19,53
2019052916,85,16,50
2019052917,78,19,52
2019052918,53,14,38
2019052919,39,9,22
2019052920,73,10,46
2019052921,61,16,36
2019052922,53,15,29
2019052923,40,8,25
2019053000,79,10,43
2019053001,49,12,26
2019053002,57,17,39
2019053003,41,6,18
2019053004,64,16,44
2019053005,78,17,42
2019053006,59,20,39
2019053007,55,11,39
2019053008,88,21,57
2019053009,94,18,61
2019053010,102,27,60
2019053011,86,30,65
2019053012,67,17,47
2019053013,55,20,42
2019053014,80,21,50
2019053015,82,16,55
2019053016,48,14,35
2019053017,46,9,33
2019053018,37,7,25
2019053019,55,16,32
2019053020,48,7,25
2019053021,58,12,36
2019053022,54,6,26
2019053023,39,13,36
2019053100,48,7,29
2019053101,51,12,34
2019053102,58,11,43
2019053103,61,17,37
2019053104,60,12,38
2019053105,66,15,37
2019053106,71,12,47
2019053107,96,16,61
2019053108,92,12,67
2019053109,165,24,102
2019053110,119,18,67
2019053111,116,26,79
2019053112,82,23,57
2019053113,95,18,71
2019053114,128,18,75
2019053115,122,18,58
2019053116,64,7,37
2019053117,49,14,37
2019053118,63,7,42
2019053119,33,4,20
2019053120,35,6,23
2019053121,59,11,34
2019053122,31,4,19
2019053123,32,4,18
2019060100,32,8,24
2019060101,83,10,28
2019060102,75,8,39
2019060103,56,8,31
2019060104,51,8,29
2019060105,51,13,36
2019060106,62,8,24
2019060107,47,5,32
2019060108,67,9,42
2019060109,72,5,41
2019060110,63,9,34
2019060111,59,12,41
2019060112,50,9,36
2019060113,55,8,34
2019060114,54,10,33
2019060115,23,6,23
2019060116,33,9,23
2019060117,33,5,26
2019060118,20,5,20
2019060119,23,8,18
2019060120,45,8,25
2019060121,39,3,23
2019060122,36,6,24
2019060123,33,8,21
2019060200,48,7,28
2019060201,17,4,11
2019060202,39,7,18
2019060203,49,11,29
2019060204,42,9,27
2019060205,27,8,24
2019060206,47,10,32
2019060207,61,16,34
2019060208,86,9,49
2019060209,132,7,82
2019060210,62,7,50
2019060211,49,6,35
2019060212,81,13,45
2019060213,76,8,39
2019060214,63,14,50
2019060215,73,13,44
2019060216,61,7,44
2019060217,39,7,36
2019060218,48,7,27
2019060219,41,14,29
2019060220,33,13,29
2019060221,58,11,35
2019060222,45,14,26
2019060223,58,15,39
2019060300,45,13,39
2019060301,53,17,41
2019060302,60,21,47
2019060303,53,11,35
2019060304,99,18,43
2019060305,87,19,36
2019060306,86,14,39
2019060307,102,23,45
2019060308,124,17,54
2019060309,399,23,241
2019060310,300,28,167
2019060311,158,29,112
2019060312,130,24,87
2019060313,134,24,95
2019060314,121,16,71
2019060315,111,22,76
2019060316,94,12,53
2019060317,173,16,60
2019060318,129,9,37
2019060319,90,8,31
2019060320,84,7,36
2019060321,86,9,40
2019060322,48,12,37
2019060323,60,11,47
2019060400,42,14,38
2019060401,55,16,38
2019060402,78,17,51
2019060403,78,15,42
2019060404,130,23,69
2019060405,119,20,56
2019060406,71,11,46
2019060407,96,25,67
2019060408,79,21,51
2019060409,111,24,64
2019060410,133,20,96
2019060411,139,21,89
2019060412,95,16,54
2019060413,88,16,64
2019060414,99,16,68
2019060415,60,23,45
2019060416,102,20,64
2019060417,62,20,47
2019060418,50,17,36
2019060419,40,10,30
2019060420,48,8,34
2019060421,42,5,31
2019060422,98,10,35
2019060423,50,13,35
2019060500,47,8,35
2019060501,46,6,33
2019060502,63,16,42
2019060503,83,12,47
2019060504,50,8,40
2019060505,51,13,38
2019060506,121,15,70
2019060507,97,18,67
2019060508,103,22,68
2019060509,113,30,83
2019060510,80,13,55
2019060511,86,20,65
2019060512,69,15,51
2019060513,84,22,58
2019060514,140,26,80
2019060515,118,20,67
2019060516,101,17,47
2019060517,67,15,39
2019060518,46,12,35
2019060519,51,11,33
2019060520,84,7,51
2019060521,61,14,47
2019060522,83,18,52
2019060523,48,3,31
2019060600,35,8,27
2019060601,33,16,29
2019060602,64,17,45
2019060603,78,22,45
2019060604,53,17,38
2019060605,66,16,44
2019060606,70,22,49
2019060607,68,8,40
2019060608,69,22,50
2019060609,83,25,58
2019060610,95,22,51
2019060611,91,21,57
2019060612,101,26,58
2019060613,49,20,41
2019060614,122,33,80
2019060615,133,32,65
2019060616,63,23,47
2019060617,83,12,33
2019060618,51,20,34
2019060619,30,5,20
2019060620,32,8,23
2019060621,29,10,25
2019060622,33,10,21
2019060623,34,10,21
2019060700,25,6,18
2019060701,26,13,23
2019060702,54,9,41
2019060703,51,12,36
2019060704,36,20,34
2019060705,40,15,30
2019060706,44,14,34
2019060707,53,10,35
2019060708,79,16,50
2019060709,77,12,46
2019060710,78,15,53
2019060711,120,12,70
2019060712,85,16,44
2019060713,68,20,48
2019060714,63,12,41
2019060715,80,17,52
2019060716,66,16,42
2019060717,55,15,40
2019060718,46,8,32
2019060719,20,3,15
2019060720,44,3,22
2019060721,31,8,23
2019060722,36,8,32
2019060723,28,6,19
2019060800,38,9,27
2019060801,24,6,24
2019060802,15,4,11
2019060803,39,6,24
2019060804,16,5,13
2019060805,30,2,23
2019060806,29,4,18
2019060807,36,6,19
2019060808,38,13,26
2019060809,26,7,17
2019060810,76,6,30
2019060811,107,8,35
2019060812,84,4,21
2019060813,28,4,21
2019060814,62,10,35
2019060815,64,6,23
2019060816,84,9,36
2019060817,60,7,31
2019060818,18,6,16
2019060819,33,7,17
2019060820,37,5,18
2019060821,16,1,12
2019060822,15,6,14
2019060823,18,6,16
2019060900,21,4,15
2019060901,38,7,23
2019060902,43,10,24
2019060903,20,6,14
2019060904,23,6,14
2019060905,21,5,12
2019060906,13,2,7
2019060907,32,6,23
2019060908,30,10,23
2019060909,110,10,53
2019060910,64,9,36
2019060911,73,11,48
2019060912,49,6,44
2019060913,44,12,34
2019060914,57,7,45
2019060915,107,8,32
2019060916,41,4,27
2019060917,37,8,25
2019060918,55,11,35
2019060919,39,9,31
2019060920,37,10,30
2019060921,71,9,51
2019060922,65,5,33
2019060923,66,15,45
2019061000,42,9,38
2019061001,53,10,34
2019061002,85,10,41
2019061003,41,6,28
2019061004,73,15,50
2019061005,61,10,31
2019061006,65,16,43
2019061007,101,15,63
2019061008,102,19,67
2019061009,235,25,161
2019061010,193,19,145
2019061011,179,20,125
2019061012,171,20,96
2019061013,122,20,89
2019061014,120,22,89
2019061015,102,23,74
2019061016,98,19,76
2019061017,59,13,47
2019061018,65,8,41
2019061019,57,10,42
2019061020,58,8,36
2019061021,61,7,45
2019061022,68,10,47
2019061023,74,9,43
2019061100,63,12,52
2019061101,84,13,63
2019061102,77,13,53
2019061103,66,17,50
2019061104,94,26,72
2019061105,82,21,61
2019061106,76,18,53
2019061107,86,22,58
2019061108,99,13,57
2019061109,144,27,74
2019061110,72,24,55
2019061111,108,32,72
2019061112,105,27,87
2019061113,85,16,58
2019061114,79,20,61
2019061115,73,12,49
2019061116,55,16,51
2019061117,71,13,49
2019061118,51,8,30
2019061119,55,13,35
2019061120,50,7,31
2019061121,42,9,33
2019061122,37,4,25
2019061123,41,11,30
2019061200,32,11,29
2019061201,47,7,31
2019061202,75,17,61
2019061203,85,17,59
2019061204,117,30,67
2019061205,93,22,53
2019061206,64,16,52
2019061207,90,12,61
2019061208,111,19,71
2019061209,120,32,87
2019061210,99,21,76
2019061211,150,27,87
2019061212,129,21,88
2019061213,131,16,71
2019061214,137,18,79
2019061215,76,14,60
2019061216,81,23,65
2019061217,48,13,40
2019061218,47,12,36
2019061219,63,10,42
2019061220,47,9,40
2019061221,55,11,44
2019061222,69,12,33
2019061223,59,14,40
2019061300,57,9,43
2019061301,56,13,44
2019061302,51,17,38
2019061303,76,16,48
2019061304,53,12,38
2019061305,66,12,37
2019061306,78,16,53
2019061307,88,18,44
2019061308,98,19,51
2019061309,83,23,52
2019061310,75,16,40
2019061311,81,22,70
2019061312,98,19,55
2019061313,86,19,63
2019061314,77,18,55
2019061315,79,27,54
2019061316,67,17,45
2019061317,67,12,37
2019061318,53,11,32
2019061319,39,11,33
2019061320,55,15,38
2019061321,36,9,32
2019061322,38,5,24
2019061323,37,8,22
2019061400,39,10,34
2019061401,62,16,38
2019061402,79,16,47
2019061403,43,10,31
2019061404,59,21,46
2019061405,45,13,30
2019061406,76,16,54
2019061407,102,16,61
2019061408,82,15,56
2019061409,77,15,64
2019061410,119,19,81
2019061411,70,13,55
2019061412,95,12,52
2019061413,94,17,67
2019061414,95,16,64
2019061415,76,11,51
2019061416,81,16,57
2019061417,62,15,40
2019061418,59,8,37
2019061419,41,7,29
2019061420,74,6,38
2019061421,45,2,20
2019061422,46,4,28
2019061423,28,3,18
2019061500,22,7,20
2019061501,43,4,28
2019061502,45,9,22
2019061503,28,3,21
2019061504,37,7,26
2019061505,25,6,22
2019061506,14,3,14
2019061507,24,7,26
2019061508,32,5,21
2019061509,36,7,24
2019061510,50,9,32
2019061511,36,9,26
2019061512,34,6,24
2019061513,70,11,37
2019061514,39,7,24
2019061515,23,7,16
2019061516,55,6,27
2019061517,26,11,20
2019061518,31,6,27
2019061519,33,6,20
2019061520,29,6,20
2019061521,39,6,25
2019061522,33,4,23
2019061523,20,3,18
2019061600,40,8,28
2019061601,49,4,26
2019061602,55,6,28
2019061603,17,3,8
2019061604,26,5,17
2019061605,13,2,11
2019061606,10,2,11
2019061607,20,5,17
2019061608,27,7,24
2019061609,38,6,23
2019061610,48,5,17
2019061611,66,10,26
2019061612,48,7,21
2019061613,40,7,29
2019061614,32,8,26
2019061615,28,12,23
2019061616,33,6,19
2019061617,26,11,18
2019061618,29,9,20
2019061619,27,7,19
2019061620,32,12,24
2019061621,37,8,24
2019061622,55,10,28
2019061623,25,8,19
2019061700,32,12,27
2019061701,41,12,27
2019061702,45,15,27
2019061703,52,8,25
2019061704,58,19,40
2019061705,55,20,44
2019061706,74,31,53
2019061707,48,15,46
2019061708,98,22,51
2019061709,69,16,46
2019061710,98,20,59
2019061711,52,15,44
2019061712,52,12,35
2019061713,61,12,36
2019061714,68,20,50
2019061715,81,20,49
2019061716,64,17,45
2019061717,57,12,44
2019061718,36,10,29
2019061719,32,7,22
2019061720,26,7,17
2019061721,41,12,34
2019061722,36,12,27
2019061723,56,17,35
2019061800,47,15,32
2019061801,33,16,27
2019061802,72,21,43
2019061803,50,15,31
2019061804,56,18,32
2019061805,48,21,38
2019061806,64,21,41
2019061807,68,18,45
2019061808,74,26,59
2019061809,127,23,88
2019061810,110,19,68
2019061811,89,23,60
2019061812,86,18,56
2019061813,42,12,32
2019061814,51,24,43
2019061815,61,18,55
2019061816,73,19,43
2019061817,55,15,37
2019061818,32,18,28
2019061819,37,10,27
2019061820,45,9,24
2019061821,47,14,33
2019061822,45,9,33
2019061823,27,7,21
2019061900,42,14,29
2019061901,32,12,24
2019061902,42,17,32
2019061903,52,19,34
2019061904,55,22,42
2019061905,80,26,44
2019061906,27,12,22
2019061907,50,18,29
2019061908,81,26,55
2019061909,82,26,55
2019061910,91,23,54
2019061911,65,27,50
2019061912,62,17,48
2019061913,52,12,36
2019061914,120,21,85
2019061915,139,19,53
2019061916,44,14,28
2019061917,31,9,24
2019061918,36,15,27
2019061919,41,9,26
2019061920,44,8,20
2019061921,47,14,27
2019061922,28,9,22
2019061923,28,11,20
2019062000,33,9,24
2019062001,30,8,18
2019062002,43,14,31
2019062003,60,18,33
2019062004,32,8,25
2019062005,32,13,27
2019062006,89,17,42
2019062007,57,12,31
2019062008,45,11,31
2019062009,88,28,55
2019062010,71,21,52
2019062011,46,18,36
2019062012,45,19,35
2019062013,73,20,50
2019062014,81,23,52
2019062015,53,19,38
2019062016,58,16,28
2019062017,46,9,28
2019062018,43,11,23
2019062019,45,14,26
2019062020,41,6,19
2019062021,26,10,20
2019062022,33,7,22
2019062023,13,4,12
2019062100,44,13,28
2019062101,46,12,27
2019062102,60,19,37
2019062103,43,18,28
2019062104,54,18,39
2019062105,42,7,28
2019062106,62,9,25
2019062107,58,16,35
2019062108,94,27,48
2019062109,257,15,108
2019062110,168,31,91
2019062111,115,15,54
2019062112,84,6,40
2019062113,84,18,44
2019062114,75,22,52
2019062115,106,19,49
2019062116,47,7,35
2019062117,59,9,35
2019062118,31,10,29
2019062119,47,8,25
2019062120,33,7,19
2019062121,25,7,15
2019062122,23,6,16
2019062123,36,6,21
2019062200,52,8,24
2019062201,25,4,12
2019062202,36,8,26
2019062203,18,7,16
2019062204,25,8,17
2019062205,46,10,24
2019062206,34,8,18
2019062207,47,11,26
2019062208,25,6,19
2019062209,32,7,23
2019062210,44,8,28
2019062211,33,4,15
2019062212,29,10,20
2019062213,23,6,15
2019062214,38,11,26
2019062215,48,5,15
2019062216,8,5,10
2019062217,16,6,15
2019062218,19,2,11
2019062219,11,3,9
2019062220,38,13,26
2019062221,31,6,14
2019062222,28,2,13
2019062223,20,4,13
2019062300,32,5,18
2019062301,27,7,15
2019062302,22,3,13
2019062303,35,8,19
2019062304,23,7,18
2019062305,25,5,20
2019062306,28,5,19
2019062307,57,5,17
2019062308,24,7,18
2019062309,51,14,32
2019062310,31,3,23
2019062311,35,12,29
2019062312,57,8,31
2019062313,26,8,21
2019062314,33,6,25
2019062315,23,8,22
2019062316,24,4,14
2019062317,42,8,24
2019062318,39,8,24
2019062319,41,3,21
2019062320,31,7,23
2019062321,40,10,25
2019062322,27,11,24
2019062323,39,12,20
2019062400,22,6,18
2019062401,44,12,27
2019062402,42,18,36
2019062403,56,9,41
2019062404,74,21,40
2019062405,42,16,32
2019062406,39,15,27
2019062407,52,12,30
2019062408,46,7,31
2019062409,75,26,51
2019062410,81,22,48
2019062411,112,23,78
2019062412,110,30,66
2019062413,100,23,52
2019062414,70,17,46
2019062415,74,17,51
2019062416,77,19,42
2019062417,49,21,40
2019062418,38,10,23
2019062419,36,7,22
2019062420,33,9,24
2019062421,36,4,21
2019062422,38,13,30
2019062423,36,9,27
2019062500,38,14,28
2019062501,37,10,27
2019062502,51,14,36
2019062503,44,16,30
2019062504,43,11,27
2019062505,39,15,31
2019062506,63,21,34
2019062507,59,16,38
2019062508,64,16,37
2019062509,94,24,53
2019062510,102,33,61
2019062511,62,22,45
2019062512,75,23,47
2019062513,72,22,44
2019062514,83,22,52
2019062515,57,11,41
2019062516,56,20,45
2019062517,51,16,32
2019062518,47,6,27
2019062519,42,15,32
2019062520,22,4,14
2019062521,58,11,31
2019062522,42,11,27
2019062523,41,6,26
2019062600,44,11,37
2019062601,44,11,29
2019062602,43,18,32
2019062603,44,15,35
2019062604,57,20,36
2019062605,64,14,45
2019062606,51,13,33
2019062607,74,22,45
2019062608,57,17,37
2019062609,92,17,74
2019062610,107,24,69
2019062611,64,15,45
2019062612,84,15,48
2019062613,59,11,41
2019062614,93,18,60
2019062615,70,22,46
2019062616,153,24,90
2019062617,69,21,47
2019062618,40,13,26
2019062619,40,5,21
2019062620,45,11,31
2019062621,41,8,20
2019062622,62,12,32
2019062623,46,6,20
2019062700,32,6,28
2019062701,41,8,30
2019062702,59,16,42
2019062703,60,18,33
2019062704,69,14,31
2019062705,57,16,32
2019062706,98,23,50
2019062707,82,13,39
2019062708,81,8,35
2019062709,294,24,161
2019062710,210,26,142
2019062711,152,26,115
2019062712,90,16,57
2019062713,70,11,56
2019062714,98,18,63
2019062715,79,22,65
2019062716,65,10,48
2019062717,70,16,54
2019062718,57,10,37
2019062719,65,6,37
2019062720,77,3,36
2019062721,57,9,42
2019062722,56,5,40
2019062723,43,14,31
2019062800,31,4,29
2019062801,59,15,44
2019062802,62,9,46
2019062803,75,16,53
2019062804,74,14,38
2019062805,87,17,50
2019062806,58,10,33
2019062807,108,13,55
2019062808,90,17,56
2019062809,145,14,97
2019062810,118,18,81
2019062811,86,18,60
2019062812,48,7,41
2019062813,45,8,35
2019062814,72,11,55
2019062815,75,15,38
2019062816,90,15,61
2019062817,77,11,51
2019062818,38,7,32
2019062819,27,6,23
2019062820,16,2,13
2019062821,39,6,26
2019062822,31,3,20
2019062823,39,3,21
2019062900,25,3,19
2019062901,41,7,26
2019062902,46,11,29
2019062903,28,6,21
2019062904,50,8,28
2019062905,20,5,13
2019062906,48,8,32
2019062907,27,6,29
2019062908,29,7,25
2019062909,48,11,36
2019062910,47,9,35
2019062911,50,11,38
2019062912,38,6,28
2019062913,53,15,43
2019062914,33,5,21
2019062915,35,7,22
2019062916,38,4,29
2019062917,48,13,31
2019062918,19,4,15
2019062919,39,4,24
2019062920,37,9,24
2019062921,23,5,15
2019062922,39,8,23
2019062923,23,3,17
