euid,leid,member_rating,optin_time,confirm_time,country_code,region,last_changed,notes,date_added
c09dc1779c,311939879,2,2020-02-12,2020-02-12,us,ca,2020-02-12,NA,2020-03-02
c09e4480f8,310585767,2,2019-12-05,2019-12-05,se,m,2020-01-09,NA,2020-03-02
c0a1db8444,311435639,2,2020-01-11,2020-01-11,NA,NA,2020-01-11,NA,2020-03-02
c0a34f6e16,65489447,2,2018-12-28,2018-12-28,in,tn,2020-01-09,NA,2020-03-02
c0a37d2cb4,67483863,2,2019-02-14,2019-02-14,us,ky,2020-01-22,NA,2020-03-02
c0ac06719e,311433039,2,2020-01-10,2020-01-10,us,fl,2020-01-10,NA,2020-03-02
c0b1a476db,115808903,2,2019-07-17,2019-07-17,NA,NA,2020-01-09,NA,2020-03-02
c0b3a9ae55,312024260,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
c0b54e4c8f,69755587,2,2019-04-10,2019-04-10,in,tg,2019-10-21,NA,2020-03-02
c0b57c4f5e,147772383,2,2019-07-30,2019-07-30,NA,NA,2020-01-09,NA,2020-03-02
c0bb034ff7,95023907,2,2019-06-23,2019-06-23,NA,NA,2019-10-21,NA,2020-03-02
c0bea879ce,311986187,2,2020-02-13,2020-02-13,NA,NA,2020-02-13,NA,2020-03-02
c0bee415fc,308341315,2,2019-09-25,2019-09-25,nl,ov,2020-01-09,NA,2020-03-02
c0c253829b,311984715,2,2020-02-13,2020-02-13,hk,no region,2020-02-13,NA,2020-03-02
c0c4a55527,311939887,2,2020-02-12,2020-02-12,NA,NA,2020-02-12,NA,2020-03-02
c0ca9f0523,67481255,2,2019-02-14,2019-02-14,us,ca,2020-01-09,NA,2020-03-02
c0cbfec9d7,65527427,2,2018-12-30,2018-12-30,in,ka,2019-10-21,NA,2020-03-02
c0cc4537bb,62993655,2,2018-11-19,2018-11-19,tr,06,2019-10-21,NA,2020-03-02
c0cc68ca7a,309203875,2,2019-11-02,2019-11-02,NA,NA,2019-11-02,NA,2020-03-02
c0cf68f414,73202979,4,2019-06-06,2019-06-06,at,6,2020-01-22,NA,2020-03-02
c0d6f110ac,62998479,2,2018-11-19,2018-11-19,us,pa,2019-10-21,NA,2020-03-02
c0d6f3b9bd,65876527,2,2019-01-08,2019-01-08,in,mh,2019-10-21,NA,2020-03-02
c0d7278f39,311852327,2,2020-02-05,2020-02-05,NA,NA,2020-02-05,NA,2020-03-02
c0da5ac19b,307672059,2,2019-08-29,2019-08-29,nz,auk,2020-01-09,NA,2020-03-02
c0da74b064,307672295,2,2019-08-29,2019-08-29,NA,NA,2020-01-09,NA,2020-03-02
c0dc260de1,70778119,2,2018-10-23,2019-05-06,in,ap,2020-01-09,NA,2020-03-02
c0dcb71e2d,311725267,2,2020-01-29,2020-01-29,pe,lma,2020-01-29,NA,2020-03-02
c0e0c67d84,170764295,2,2019-08-05,2019-08-05,us,ny,2019-10-21,NA,2020-03-02
c0e0d3df9a,95972915,2,2019-07-02,2019-07-02,gr,i,2020-01-09,NA,2020-03-02
c0e3779d36,69237883,2,2019-03-25,2019-03-25,NA,NA,2020-01-09,NA,2020-03-02
c0e3cc5138,118679511,4,2019-07-18,2019-07-18,au,vic,2020-02-05,NA,2020-03-02
c0e5f6966c,308280887,2,2019-09-23,2019-09-23,us,il,2019-10-21,NA,2020-03-02
c0e9356ddc,70771919,2,2019-01-17,2019-05-06,de,he,2020-01-09,NA,2020-03-02
c0e98f4ea8,308790647,2,2019-10-11,2019-10-11,NA,NA,2020-01-09,NA,2020-03-02
c0ebd0f525,68192143,2,2019-03-01,2019-03-01,us,dc,2019-10-21,NA,2020-03-02
c0ebd93ff9,309764519,2,2019-11-19,2019-11-19,it,pd,2019-11-19,NA,2020-03-02
c0eff4b3ac,311794455,2,2020-02-02,2020-02-02,NA,NA,2020-02-02,NA,2020-03-02
c0f3d85cf5,138049083,3,2019-07-27,2019-07-27,us,tx,2020-02-26,NA,2020-03-02
c0f528bd6b,312049388,4,2020-02-20,2020-02-20,za,gt,2020-02-20,NA,2020-03-02
c0f93ae123,63057127,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c0fb22daf1,70438383,2,2019-04-24,2019-04-24,NA,NA,2020-01-09,NA,2020-03-02
c0fd38f82e,147772019,4,2019-07-30,2019-07-30,lk,1,2020-01-22,NA,2020-03-02
c0fd471f0a,62993875,5,2018-11-19,2018-11-19,de,ni,2020-01-09,NA,2020-03-02
c0fd7d1d0f,308772047,2,2019-10-09,2019-10-09,NA,NA,2020-01-09,NA,2020-03-02
c103c3a10f,67104691,2,2019-02-03,2019-02-03,NA,NA,2020-01-09,NA,2020-03-02
c109bc7a7d,62996199,2,2019-05-08,2019-05-08,pk,is,2020-01-22,NA,2020-03-02
c10c795aa7,308160175,2,2019-09-16,2019-09-16,NA,NA,2019-10-21,NA,2020-03-02
c10effb776,311622195,2,2020-01-22,2020-01-22,NA,NA,2020-01-22,NA,2020-03-02
c110d8b854,63052679,2,2018-11-19,2018-11-19,se,e,2020-01-09,NA,2020-03-02
c114515cbe,309938139,2,2019-11-28,2019-11-28,NA,NA,2019-11-28,NA,2020-03-02
c114e8a426,124494159,2,2019-07-21,2019-07-21,in,dl,2019-10-21,NA,2020-03-02
c115ea4ce3,70777315,2,2018-10-29,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c116b0abdb,63055791,2,2018-11-19,2018-11-19,ca,on,2019-10-21,NA,2020-03-02
c117402cad,308795335,2,2019-10-11,2019-10-11,NA,NA,2020-01-09,NA,2020-03-02
c118b21e2d,71173035,2,2019-06-03,2019-06-03,us,il,2020-01-09,NA,2020-03-02
c11f7c424c,308442803,2,2019-10-01,2019-10-01,us,co,2019-10-21,NA,2020-03-02
c121fdbf20,308825027,2,2019-10-14,2019-10-14,in,tn,2019-10-21,NA,2020-03-02
c1255e29c1,311397535,2,2020-01-07,2020-01-07,NA,NA,2020-01-07,NA,2020-03-02
c125d64648,63053855,2,2018-11-19,2018-11-19,pe,lma,2019-10-21,NA,2020-03-02
c128e931b6,63054307,2,2018-11-19,2018-11-19,co,NA,2019-10-21,NA,2020-03-02
c129c0b153,70773595,2,2018-09-02,2019-05-06,us,pa,2020-01-09,NA,2020-03-02
c12a8431d2,310827151,2,2019-12-10,2019-12-10,uk,tfw,2019-12-10,NA,2020-03-02
c12bbb4c03,62998279,2,2018-11-19,2018-11-19,my,14,2020-01-09,NA,2020-03-02
c12d55f688,308794907,2,2019-10-11,2019-10-11,NA,NA,2020-01-09,NA,2020-03-02
c135391117,68237695,3,2019-03-03,2019-03-03,co,vac,2020-01-09,NA,2020-03-02
c135a9747f,62996395,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c138913033,311097019,2,2019-12-18,2019-12-18,NA,NA,2020-01-09,NA,2020-03-02
c14323a1dc,311781127,3,2020-02-01,2020-02-01,NA,NA,2020-02-01,NA,2020-03-02
c149df5af7,309626379,2,2019-11-13,2019-11-13,NA,NA,2020-01-09,NA,2020-03-02
c14b07018c,310810631,2,2019-12-09,2019-12-09,us,pa,2019-12-09,NA,2020-03-02
c1500c474a,65263307,2,2018-12-21,2018-12-21,NA,NA,2019-10-21,NA,2020-03-02
c150670959,67479655,2,2019-02-14,2019-02-14,co,vac,2020-01-09,NA,2020-03-02
c1512e1149,62998975,2,2018-11-19,2018-11-19,in,gj,2019-10-21,NA,2020-03-02
c153645b7c,63051147,2,2018-11-19,2018-11-19,dz,12,2019-10-21,NA,2020-03-02
c1537e2995,311635611,4,2020-01-22,2020-01-22,au,vic,2020-01-22,NA,2020-03-02
c15403d9bb,63000555,2,2018-11-19,2018-11-19,us,md,2019-10-21,NA,2020-03-02
c15464f910,70783251,2,2018-07-03,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c15ae175ec,62999491,2,2018-11-19,2018-11-19,us,tx,2019-10-21,NA,2020-03-02
c15b8c1137,308427883,2,2019-10-01,2019-10-01,NA,NA,2019-10-21,NA,2020-03-02
c15bbe3590,316691044,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
c15e6cedec,63059619,2,2018-11-19,2018-11-19,us,ca,2019-10-21,NA,2020-03-02
c15f494517,70776219,2,2018-12-24,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c1601fd737,64263043,2,2018-12-06,2018-12-06,in,mh,2019-10-21,NA,2020-03-02
c160557f68,62995039,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c160b29ec9,147846739,2,2019-07-30,2019-07-30,NA,NA,2019-10-21,NA,2020-03-02
c164c3a5c0,310034707,3,2019-12-01,2019-12-01,us,il,2019-12-01,NA,2020-03-02
c164cb9155,63059691,2,2018-11-19,2018-11-19,au,nsw,2019-10-21,NA,2020-03-02
c166b74fba,311929991,2,2020-02-11,2020-02-11,NA,NA,2020-02-11,NA,2020-03-02
c16816297c,70784467,2,2018-11-18,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c168ceb535,95332591,2,2019-07-01,2019-07-01,us,ca,2020-01-09,NA,2020-03-02
c16ac042f0,62999183,2,2018-11-19,2018-11-19,it,mi,2019-10-21,NA,2020-03-02
c170ee7090,62995859,2,2018-11-19,2018-11-19,us,oh,2020-01-09,NA,2020-03-02
c172cca322,70778579,2,2018-07-27,2019-05-06,ch,bs,2020-01-09,NA,2020-03-02
c17353e3ce,307671895,2,2019-08-29,2019-08-29,us,de,2020-01-09,NA,2020-03-02
c1769db3a3,67224531,2,2019-02-07,2019-02-07,in,ka,2019-10-21,NA,2020-03-02
c17873dbd5,301831111,2,2019-08-28,2019-08-28,NA,NA,2020-01-09,NA,2020-03-02
c1789ccdd9,129869131,4,2019-07-23,2019-07-23,uk,ben,2019-10-21,NA,2020-03-02
c17b021af0,308649047,2,2019-10-06,2019-10-06,ar,x,2019-10-21,NA,2020-03-02
c17b1752af,63055335,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c17b4326f4,62994387,2,2018-11-20,2019-05-06,us,de,2020-01-09,NA,2020-03-02
c17b6544c1,70437651,2,2019-04-24,2019-04-24,ca,on,2020-01-09,NA,2020-03-02
c17cb408ad,309798627,2,2019-11-21,2019-11-21,tr,34,2020-02-05,NA,2020-03-02
c17e322fed,147772823,3,2019-07-30,2019-07-30,us,tx,2020-01-09,NA,2020-03-02
c17f1ea089,69238111,2,2019-03-25,2019-03-25,au,wa,2019-10-21,NA,2020-03-02
c180fb185d,308771675,2,2019-10-09,2019-10-09,fr,naq,2020-01-09,NA,2020-03-02
c1849cb2a9,308697487,2,2019-10-08,2019-10-08,in,tg,2019-10-21,NA,2020-03-02
c185b67b0a,70437803,2,2019-04-24,2019-04-24,ve,d,2020-01-09,NA,2020-03-02
c185d27cbd,309149767,2,2019-10-29,2019-10-29,us,nc,2020-01-09,NA,2020-03-02
c186dc1dfe,64502663,2,2018-12-11,2018-12-11,in,ka,2020-01-09,NA,2020-03-02
c188f586e2,308772239,2,2019-10-09,2019-10-09,pt,13,2020-01-09,NA,2020-03-02
c18a0851e5,68628927,4,2019-03-13,2019-03-13,tr,34,2020-01-09,NA,2020-03-02
c18c4e5629,70733039,2,2019-05-04,2019-05-04,pe,lma,2019-10-21,NA,2020-03-02
c18ce473fd,70772163,2,2018-09-12,2019-05-06,cn,bj,2020-01-09,NA,2020-03-02
c19862ac4a,62993475,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c19a6e6d8e,309467415,2,2019-11-06,2019-11-06,NA,NA,2019-11-06,NA,2020-03-02
c19e40b292,308341307,2,2019-09-25,2019-09-25,NA,NA,2020-01-09,NA,2020-03-02
c1a4a770ca,62996651,2,2018-11-19,2018-11-19,vn,sg,2019-10-21,NA,2020-03-02
c1abd77672,311437811,2,2020-01-11,2020-01-11,NA,NA,2020-01-11,NA,2020-03-02
c1add18ec9,312049136,4,2020-02-20,2020-02-20,sa,01,2020-02-20,NA,2020-03-02
c1b1549adc,70263363,2,2019-04-23,2019-04-23,us,me,2020-01-09,NA,2020-03-02
c1b6f3eb4c,215304059,2,2019-08-15,2019-08-15,au,vic,2020-01-09,NA,2020-03-02
c1bcfd686b,70773407,3,2018-11-05,2019-05-06,jo,am,2020-01-09,NA,2020-03-02
c1c23a958d,309023087,2,2019-10-24,2019-10-24,kr,41,2019-10-24,NA,2020-03-02
c1c5e2f7a2,316638244,2,2020-02-24,2020-02-24,NA,NA,2020-02-24,NA,2020-03-02
c1c67c2342,62996523,2,2018-11-19,2018-11-19,us,mi,2019-10-21,NA,2020-03-02
c1c739ef87,226062583,2,2019-08-17,2019-08-17,NA,NA,2019-10-21,NA,2020-03-02
c1c99fdd8a,312025460,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
c1cb9524f9,312023772,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
c1d321cedb,312025644,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
c1d4cef4f5,65569263,2,2019-01-02,2019-01-02,NA,NA,2019-10-21,NA,2020-03-02
c1d5119d59,71645643,2,2019-05-28,2019-05-28,nl,zh,2019-10-21,NA,2020-03-02
c1d861a3af,64704947,2,2018-12-13,2018-12-13,NA,NA,2019-10-21,NA,2020-03-02
c1d9fcb71a,316674740,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
c1da3949cf,69103979,2,2019-03-22,2019-03-22,us,nj,2019-10-21,NA,2020-03-02
c1de782a7f,70784275,2,2019-02-11,2019-05-06,sv,li,2020-01-09,NA,2020-03-02
c1dfd51a2f,215304327,2,2019-08-15,2019-08-15,NA,NA,2020-01-09,NA,2020-03-02
c1e4c5a3c9,62996531,2,2018-11-19,2018-11-19,th,10,2019-10-21,NA,2020-03-02
c1e720c3c8,63002179,2,2018-11-19,2018-11-19,it,fr,2019-10-21,NA,2020-03-02
c1e9583000,70772219,2,2019-04-11,2019-05-06,in,ka,2020-02-20,NA,2020-03-02
c1e9e65eb8,309478783,2,2019-11-07,2019-11-07,NA,NA,2020-01-09,NA,2020-03-02
c1edf1e3f0,67983475,2,2019-02-25,2019-02-25,us,co,2019-10-21,NA,2020-03-02
c1ee7ecf4f,308039719,2,2019-09-11,2019-09-11,us,il,2020-01-09,NA,2020-03-02
c1f0c5c9c5,62993639,2,2018-11-19,2018-11-19,us,va,2020-01-09,NA,2020-03-02
c1f50b8d1c,312022340,2,2020-02-17,2020-02-17,us,tx,2020-02-17,NA,2020-03-02
c1fb140c28,62994371,2,2018-11-19,2018-11-19,us,mn,2020-02-18,NA,2020-03-02
c1fb8b32ca,69980143,2,2019-04-16,2019-04-16,au,wa,2020-01-09,NA,2020-03-02
c1fe98109f,67645631,2,2019-02-19,2019-02-19,NA,NA,2020-01-09,NA,2020-03-02
c1ff759898,311284755,2,2019-12-29,2019-12-29,us,tx,2019-12-29,NA,2020-03-02
c20024bf20,65231535,2,2018-12-20,2018-12-20,us,ny,2019-10-21,NA,2020-03-02
c20043d361,311940347,2,2020-02-12,2020-02-12,NA,NA,2020-02-12,NA,2020-03-02
c2013d7506,309025119,2,2019-10-24,2019-10-24,NA,NA,2020-01-09,NA,2020-03-02
c201ba59a2,310991387,2,2019-12-12,2019-12-12,NA,NA,2019-12-12,NA,2020-03-02
c202829ece,65109235,2,2018-12-19,2018-12-19,NA,NA,2019-10-21,NA,2020-03-02
c20552b9df,62998747,2,2018-11-19,2018-11-19,ua,30,2019-10-21,NA,2020-03-02
c2066c5c64,70783603,2,2018-09-24,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
c206d7546b,95256395,2,2019-07-01,2019-07-01,in,ka,2019-10-21,NA,2020-03-02
c20b73b4db,311411323,2,2020-01-08,2020-01-08,in,mh,2020-02-10,NA,2020-03-02
c20ebab6a5,309798707,2,2019-11-21,2019-11-21,NA,NA,2020-01-09,NA,2020-03-02
c21069a289,308341723,2,2019-09-25,2019-09-25,NA,NA,2020-01-09,NA,2020-03-02
c211622c2e,71513667,2,2019-05-22,2019-05-22,NA,NA,2020-01-09,NA,2020-03-02
c213069bdb,70781315,2,2018-07-12,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c213384961,65575967,2,2019-01-02,2019-01-02,co,cal,2020-01-09,NA,2020-03-02
c21eb03445,308425723,2,2019-09-30,2019-09-30,us,la,2020-01-09,NA,2020-03-02
c2232a6ffc,308449335,2,2019-10-02,2019-10-02,NA,NA,2019-10-21,NA,2020-03-02
c228f8501e,68385911,3,2019-06-19,2019-06-19,fr,ges,2020-01-09,NA,2020-03-02
c229fbc27b,309939131,2,2019-11-28,2019-11-28,in,mh,2020-02-09,NA,2020-03-02
c22a59c0a4,63055131,2,2018-11-19,2018-11-19,be,vli,2020-01-09,NA,2020-03-02
c22a7ba3da,308039419,2,2019-09-11,2019-09-11,in,pb,2020-01-09,NA,2020-03-02
c22cbdbf65,308039143,2,2019-09-11,2019-09-11,NA,NA,2020-01-09,NA,2020-03-02
c22d70fda0,65529043,2,2018-12-30,2018-12-30,NA,NA,2019-10-21,NA,2020-03-02
c22f266448,63058543,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c22f718fe3,130907679,2,2019-07-24,2019-07-24,jo,am,2019-10-21,NA,2020-03-02
c2324d4d61,104623059,2,2019-07-11,2019-07-11,kr,47,2019-10-21,NA,2020-03-02
c23483ff48,309026015,2,2019-10-24,2019-10-24,us,tx,2020-01-09,NA,2020-03-02
c235effe16,71568871,2,2019-05-26,2019-05-26,NA,NA,2019-10-21,NA,2020-03-02
c2394131ef,67959227,2,2019-02-23,2019-02-23,ie,d,2020-02-16,NA,2020-03-02
c23a6656e6,66861815,2,2019-01-25,2019-01-25,us,me,2019-10-21,NA,2020-03-02
c23a7f4a27,71775651,2,2019-06-01,2019-06-01,in,tg,2020-01-09,NA,2020-03-02
c23b53fbaf,103944879,1,2019-07-10,2019-07-10,au,vic,2020-02-07,NA,2020-03-02
c23bf5af45,309813803,2,2019-11-22,2019-11-22,de,hh,2019-11-22,NA,2020-03-02
c23cb61360,215303511,2,2019-08-15,2019-08-15,in,dl,2020-01-09,NA,2020-03-02
c23dfa41e5,95973275,2,2019-07-02,2019-07-02,ie,d,2020-01-09,NA,2020-03-02
c23eae35d8,310585623,2,2019-12-05,2019-12-05,NA,NA,2020-01-09,NA,2020-03-02
c23eb8115f,71562571,2,2019-05-26,2019-05-26,in,tn,2020-01-09,NA,2020-03-02
c23f937b79,64514383,5,2018-12-11,2018-12-11,ch,ti,2019-11-07,NA,2020-03-02
c2401d4b82,312048804,4,2020-02-20,2020-02-20,ca,on,2020-02-20,NA,2020-03-02
c2439ea213,308040087,2,2019-09-11,2019-09-11,in,tg,2020-01-09,NA,2020-03-02
c248755729,316629672,2,2020-02-22,2020-02-22,NA,NA,2020-02-22,NA,2020-03-02
c249c0b917,308795135,2,2019-10-11,2019-10-11,us,il,2020-01-09,NA,2020-03-02
c24ab9d8f1,63052959,2,2018-11-19,2018-11-19,us,ma,2020-02-20,NA,2020-03-02
c2507ba762,62998795,2,2018-11-19,2018-11-19,uk,abe,2019-10-21,NA,2020-03-02
c2509fe8f9,62995747,2,2018-11-19,2018-11-19,us,ca,2020-01-09,NA,2020-03-02
c2513e7dc8,316657076,2,2020-02-26,2020-02-26,NA,NA,2020-02-26,NA,2020-03-02
c251b6b3bb,311841271,2,2020-02-05,2020-02-05,us,ca,2020-02-05,NA,2020-03-02
c25aee2a5a,65871283,2,2019-01-08,2019-01-08,NA,NA,2020-01-09,NA,2020-03-02
c25d7ea89f,67983623,2,2019-02-25,2019-02-25,in,dl,2019-10-21,NA,2020-03-02
c25dafb3f2,70771667,2,2018-09-16,2019-05-06,ir,07,2020-01-09,NA,2020-03-02
c262532039,70776255,2,2019-03-21,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c264773754,95023951,5,2019-06-23,2019-06-23,ua,12,2019-10-21,NA,2020-03-02
c2648e1bf6,119314111,2,2019-07-19,2019-07-19,ae,aj,2019-10-21,NA,2020-03-02
c26603f128,311597307,2,2020-01-21,2020-01-21,kr,11,2020-01-21,NA,2020-03-02
c26811cb12,308676451,2,2019-10-07,2019-10-07,in,wb,2019-10-21,NA,2020-03-02
c268b40296,147772639,2,2019-07-30,2019-07-30,in,mh,2020-01-09,NA,2020-03-02
c26c34a24d,73189955,2,2019-06-05,2019-06-05,au,nsw,2020-01-09,NA,2020-03-02
c26c5ab621,70775423,2,2018-12-31,2019-05-06,us,ca,2020-01-09,NA,2020-03-02
c26dca69d2,308112091,2,2019-09-13,2019-09-13,es,b,2019-10-21,NA,2020-03-02
c26e0fdebe,63059487,1,2018-11-19,2018-11-19,NA,NA,2020-02-21,NA,2020-03-02
c271420c55,115809407,2,2019-07-17,2019-07-17,pe,lma,2020-01-09,NA,2020-03-02
c2752025ba,311906623,2,2020-02-09,2020-02-09,NA,NA,2020-02-09,NA,2020-03-02
c276c5ae99,70780663,2,2019-02-26,2019-05-06,us,ca,2020-01-09,NA,2020-03-02
c27b79afdb,307673107,2,2019-08-29,2019-08-29,NA,NA,2020-01-09,NA,2020-03-02
c2824850ac,307686815,2,2019-08-30,2019-08-30,in,dl,2020-01-09,NA,2020-03-02
c284486f0c,311795859,2,2020-02-03,2020-02-03,NA,NA,2020-02-03,NA,2020-03-02
c284df6ffb,311679619,2,2020-01-26,2020-01-26,NA,NA,2020-01-26,NA,2020-03-02
c28f97f46d,62994879,2,2018-11-19,2018-11-19,pl,02,2020-01-09,NA,2020-03-02
c2977d57aa,308773035,3,2019-10-09,2019-10-09,us,nj,2020-01-09,NA,2020-03-02
c2987b6012,68386719,2,2019-03-05,2019-03-05,NA,NA,2019-10-21,NA,2020-03-02
c298ed14fc,70779419,2,2018-07-23,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c2995da6f2,309469107,2,2019-11-07,2019-11-07,NA,NA,2019-11-07,NA,2020-03-02
c29a36ac2d,63058171,2,2018-11-19,2018-11-19,in,wb,2020-01-09,NA,2020-03-02
c29d0101bf,63055003,3,2018-11-19,2018-11-19,us,ma,2020-01-09,NA,2020-03-02
c29e956aac,309025715,2,2019-10-24,2019-10-24,uk,wnm,2020-01-22,NA,2020-03-02
c2a23601f6,62998039,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c2a6cf76d8,309025755,2,2019-10-24,2019-10-24,tr,34,2020-01-09,NA,2020-03-02
c2aad638cb,311381783,2,2020-01-05,2020-01-05,us,md,2020-01-05,NA,2020-03-02
c2aae3b6fd,312025468,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
c2aba8832d,70777419,2,2019-03-14,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
c2aefdbfab,70438195,2,2019-04-24,2019-04-24,NA,NA,2020-01-22,NA,2020-03-02
c2af558fc8,310037691,2,2019-12-01,2019-12-01,NA,NA,2019-12-01,NA,2020-03-02
c2b178fe2f,311622003,2,2020-01-22,2020-01-22,NA,NA,2020-01-22,NA,2020-03-02
c2b61617fc,311387463,2,2020-01-06,2020-01-06,es,se,2020-01-06,NA,2020-03-02
c2b6321712,309617051,2,2019-11-13,2019-11-13,us,ny,2019-11-13,NA,2020-03-02
c2b6fa74bb,71428643,2,2019-05-20,2019-05-20,NA,NA,2019-10-21,NA,2020-03-02
c2b8ced467,70773903,2,2019-01-08,2019-05-06,us,ks,2020-01-09,NA,2020-03-02
c2b95e0370,70771171,2,2019-04-23,2019-05-06,in,tg,2020-01-09,NA,2020-03-02
c2ba2be3cb,63515499,2,2018-11-23,2018-11-23,us,pa,2019-10-21,NA,2020-03-02
c2ba66b0fb,308611319,2,2019-10-03,2019-10-03,NA,NA,2020-01-09,NA,2020-03-02
c2bd73f64d,63001795,2,2018-11-19,2018-11-19,us,ny,2020-01-09,NA,2020-03-02
c2be2283ff,70775587,2,2018-11-04,2019-05-06,in,tg,2020-01-09,NA,2020-03-02
c2c1e326c0,63058811,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c2c2a8b894,62995871,2,2018-11-19,2018-11-19,jp,13,2019-10-21,NA,2020-03-02
c2c4cc2c54,95235603,2,2019-06-30,2019-06-30,ng,la,2020-01-09,NA,2020-03-02
c2c5d6b9ca,63000447,2,2018-11-19,2018-11-19,us,ca,2020-01-09,NA,2020-03-02
c2c68db20a,62995643,2,2018-11-19,2018-11-19,fr,idf,2019-10-21,NA,2020-03-02
c2ca059e5c,309025791,3,2019-10-24,2019-10-24,br,sp,2020-01-09,NA,2020-03-02
c2cb4f6dad,309740771,2,2019-11-17,2019-11-17,NA,NA,2019-11-17,NA,2020-03-02
c2ce43405f,69979619,2,2019-04-16,2019-04-16,us,tx,2020-01-09,NA,2020-03-02
c2cfd6c9ba,68149527,3,2019-02-27,2019-02-27,us,ca,2020-01-09,NA,2020-03-02
c2d18929b4,71513231,2,2019-05-22,2019-05-22,us,ga,2020-01-09,NA,2020-03-02
c2d7561ca1,63058475,2,2018-11-19,2018-11-19,om,ma,2019-10-21,NA,2020-03-02
c2de2433e7,215304367,3,2019-08-15,2019-08-15,mx,gro,2020-02-26,NA,2020-03-02
c2e255ef31,308794463,2,2019-10-11,2019-10-11,NA,NA,2020-01-09,NA,2020-03-02
c2e28a88b2,311852811,2,2020-02-05,2020-02-05,de,bw,2020-02-05,NA,2020-03-02
c2e82a8c6d,215302991,2,2019-08-15,2019-08-15,NA,NA,2020-01-29,NA,2020-03-02
c2eaf5583b,312024560,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
c2eb1512f9,309365739,2,2019-11-05,2019-11-05,NA,NA,2019-11-05,NA,2020-03-02
c2ef1df0e0,70782159,2,2019-02-20,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
c2f01e6ca5,67645695,2,2019-02-19,2019-02-19,us,nj,2020-01-22,NA,2020-03-02
c2f3511e88,70781659,2,2018-07-11,2019-05-06,de,by,2020-01-09,NA,2020-03-02
c2f763f6c0,307966731,3,2019-09-07,2019-09-07,us,ga,2020-01-09,NA,2020-03-02
c2f85493fc,63052911,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c2f982c89d,68013635,2,2019-02-26,2019-02-26,us,ca,2019-10-21,NA,2020-03-02
c2fd3e725c,63000111,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
c3028c5740,70879411,2,2019-05-08,2019-05-08,in,tn,2020-01-09,NA,2020-03-02
c3055c7209,115809043,3,2019-07-17,2019-07-17,us,il,2020-01-09,NA,2020-03-02
c307447d72,68013863,2,2019-02-26,2019-02-26,fr,idf,2019-10-21,NA,2020-03-02
c307d95a26,311417003,1,2020-01-09,2020-01-09,NA,NA,2020-01-17,NA,2020-03-02
c30866f2f2,185976199,2,2019-08-09,2019-08-09,no,02,2020-01-09,NA,2020-03-02
c308c3182e,316654208,2,2020-02-25,2020-02-25,NA,NA,2020-02-25,NA,2020-03-02
c30e26792f,70781007,2,2018-07-13,2019-05-06,br,rj,2020-01-09,NA,2020-03-02
c313591e3a,67491587,2,2019-02-14,2019-02-14,us,ca,2019-10-21,NA,2020-03-02
c314db2876,70780951,2,2019-02-25,2019-05-06,id,jk,2020-01-09,NA,2020-03-02
c31532d764,311411375,2,2020-01-08,2020-01-08,ng,la,2020-01-22,NA,2020-03-02
c31559b065,70776903,2,2018-12-18,2019-05-06,co,dc,2020-01-09,NA,2020-03-02
c3173a19a2,70778167,2,2018-12-11,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
c3183da7fd,311852455,2,2020-02-05,2020-02-05,us,mi,2020-02-05,NA,2020-03-02
