euid,leid,member_rating,optin_time,confirm_time,country_code,region,last_changed,notes,date_added
000b09860b,308851471,3,2019-10-16,2019-10-16,us,fl,2019-10-21,NA,2020-03-02
000d76e3f8,71513779,2,2019-05-22,2019-05-22,in,tn,2020-01-09,NA,2020-03-02
0010ca98c6,62999259,2,2018-11-19,2018-11-19,lu,lu,2019-10-21,NA,2020-03-02
00129d76f9,68149639,2,2019-02-27,2019-02-27,us,ca,2020-01-09,NA,2020-03-02
0015acbe09,70879775,2,2019-05-08,2019-05-08,NA,NA,2020-01-09,NA,2020-03-02
0016b498e5,311729799,2,2020-01-30,2020-01-30,NA,NA,2020-01-30,NA,2020-03-02
0018a923fd,63055763,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
0020da8ef3,205614271,2,2019-08-13,2019-08-13,in,as,2020-01-09,NA,2020-03-02
0022f8f606,311977719,2,2020-02-12,2020-02-12,NA,NA,2020-02-12,NA,2020-03-02
002352a44b,307672539,2,2019-08-29,2019-08-29,ve,a,2020-01-09,NA,2020-03-02
00238a7aea,309245551,2,2019-11-04,2019-11-04,mx,jal,2019-11-04,NA,2020-03-02
00266d0c35,316674984,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
0028198520,62999171,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
002a11d0d5,70785059,2,2019-01-31,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
002ba36e93,311622211,2,2020-01-22,2020-01-22,NA,NA,2020-01-22,NA,2020-03-02
002cda8d0a,311474707,2,2020-01-15,2020-01-15,NA,NA,2020-01-15,NA,2020-03-02
002ecbaf64,103945163,2,2019-07-10,2019-07-10,us,fl,2020-01-09,NA,2020-03-02
00345810c8,69755383,2,2019-04-10,2019-04-10,sg,01,2019-10-21,NA,2020-03-02
00350c3d10,70784179,2,2019-02-12,2019-05-06,in,tg,2020-01-09,NA,2020-03-02
00375b72ff,70775779,2,2019-03-25,2019-05-06,de,hh,2020-01-09,NA,2020-03-02
003b5bed4e,310634399,2,2019-12-08,2019-12-08,NA,NA,2019-12-08,NA,2020-03-02
003eac3b41,311636507,2,2020-01-23,2020-01-23,NA,NA,2020-01-23,NA,2020-03-02
003f085dab,70777051,2,2019-03-17,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
00432fb13c,63051175,2,2018-11-19,2018-11-19,us,ca,2020-01-27,NA,2020-03-02
004bb58158,67793339,2,2019-02-21,2019-02-21,in,tg,2020-01-09,NA,2020-03-02
004cd1fe86,67517307,2,2019-02-15,2019-02-15,pe,lma,2020-01-09,NA,2020-03-02
0050788e60,70776787,2,2018-10-31,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
00528e0982,308349183,2,2019-09-26,2019-09-26,de,nw,2019-10-21,NA,2020-03-02
0052c09156,308356415,2,2019-09-26,2019-09-26,NA,NA,2019-10-21,NA,2020-03-02
0056d43a0f,70774555,2,2019-03-31,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
005b94de54,63054791,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
0063601340,215302879,2,2019-08-15,2019-08-15,us,ca,2020-01-09,NA,2020-03-02
0065a86c93,312097640,2,2020-02-21,2020-02-21,NA,NA,2020-02-21,NA,2020-03-02
0065dbbdef,63052707,2,2018-11-19,2018-11-19,ar,b,2019-10-21,NA,2020-03-02
006ff8732b,63055367,2,2018-11-19,2018-11-19,in,ka,2019-10-21,NA,2020-03-02
0071d17ba2,62999255,2,2018-11-19,2018-11-19,uk,wbk,2020-01-09,NA,2020-03-02
007551dee7,309592539,2,2019-11-12,2019-11-12,us,ny,2019-11-12,NA,2020-03-02
0077edfaf9,309217679,3,2019-11-04,2019-11-04,NA,NA,2019-11-04,NA,2020-03-02
007c7d4387,205614751,2,2019-08-13,2019-08-13,sg,01,2020-01-09,NA,2020-03-02
007f280b88,70775295,2,2018-08-17,2019-05-06,ve,a,2020-01-09,NA,2020-03-02
0080addb3b,312025724,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
00811c2fb5,73253859,2,2019-06-09,2019-06-09,ca,ab,2019-10-21,NA,2020-03-02
0081d8fc6f,309149659,2,2019-10-29,2019-10-29,mx,pue,2020-01-09,NA,2020-03-02
0084e7bf68,308039539,2,2019-09-11,2019-09-11,NA,NA,2020-01-09,NA,2020-03-02
0088a04902,62996255,5,2018-11-19,2018-11-19,za,wc,2020-01-09,NA,2020-03-02
0088fc93d3,70773031,2,2019-01-11,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
008ab09901,100457359,2,2019-07-07,2019-07-07,NA,NA,2019-10-21,NA,2020-03-02
008d9f1b58,316666052,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
009208e4d9,70776363,2,2018-12-22,2019-05-06,in,tn,2020-01-09,NA,2020-03-02
0095ce96cb,308039571,2,2019-09-11,2019-09-11,NA,NA,2020-01-09,NA,2020-03-02
0096571bef,67959487,2,2019-02-23,2019-02-23,in,mh,2020-01-09,NA,2020-03-02
0098c1f1ba,308341675,2,2019-09-25,2019-09-25,sg,01,2020-01-09,NA,2020-03-02
00a0808d18,308262143,2,2019-09-22,2019-09-22,NA,NA,2019-10-21,NA,2020-03-02
00a21541cf,311097071,2,2019-12-18,2019-12-18,NA,NA,2020-01-09,NA,2020-03-02
00a7b7e137,308771359,2,2019-10-09,2019-10-09,NA,NA,2020-01-09,NA,2020-03-02
00a8bcf1a4,69321347,2,2019-03-28,2019-03-28,ie,d,2019-10-21,NA,2020-03-02
00a9c94d25,64260571,2,2018-12-06,2018-12-06,NA,NA,2019-10-21,NA,2020-03-02
00ad875514,311622099,2,2020-01-22,2020-01-22,NA,NA,2020-01-22,NA,2020-03-02
00ae2d0141,65412023,2,2018-12-24,2018-12-24,in,ka,2019-10-21,NA,2020-03-02
00b0be1342,62996911,2,2018-11-19,2018-11-19,in,dl,2020-01-09,NA,2020-03-02
00b48b4139,311388891,2,2020-01-06,2020-01-06,ma,03,2020-02-05,NA,2020-03-02
00b77bb859,308116499,2,2019-09-13,2019-09-13,NA,NA,2020-01-09,NA,2020-03-02
00b951c8dc,311044519,2,2019-12-16,2019-12-16,us,oh,2019-12-16,NA,2020-03-02
00ba73f740,70502959,2,2019-04-26,2019-04-26,NA,NA,2020-01-09,NA,2020-03-02
00bb916e83,63058851,2,2018-11-19,2018-11-19,kr,11,2019-10-21,NA,2020-03-02
00bdfae036,70774239,2,2018-11-05,2019-05-06,in,ka,2020-01-22,NA,2020-03-02
00c428a9e3,69755023,2,2019-04-10,2019-04-10,id,ji,2019-10-21,NA,2020-03-02
00c69caf7f,309204883,2,2019-11-02,2019-11-02,NA,NA,2019-11-02,NA,2020-03-02
00c8651c88,311841035,2,2020-02-05,2020-02-05,us,fl,2020-02-05,NA,2020-03-02
00ca608d66,316666084,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
00cc2d2f5b,71513299,2,2019-05-22,2019-05-22,in,ka,2020-01-09,NA,2020-03-02
00cf061581,122225411,2,2019-07-20,2019-07-20,NA,NA,2019-10-21,NA,2020-03-02
00d03df1a8,308771435,2,2019-10-09,2019-10-09,us,ca,2020-01-09,NA,2020-03-02
00d070249f,63516839,2,2018-11-23,2018-11-23,in,dl,2020-01-09,NA,2020-03-02
00d08ba843,134049371,2,2019-07-26,2019-07-26,NA,NA,2019-10-21,NA,2020-03-02
00d1dd7cae,308183999,2,2019-09-17,2019-09-17,ec,g,2020-02-20,NA,2020-03-02
00d2e77bdf,69976435,2,2019-04-16,2019-04-16,ie,d,2020-01-09,NA,2020-03-02
00d31dbe78,127090847,2,2019-07-22,2019-07-22,in,gj,2019-10-21,NA,2020-03-02
00d4dd543c,312025752,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
00d74e177d,308184539,2,2019-09-17,2019-09-17,NA,NA,2019-10-21,NA,2020-03-02
00d8cf0918,67527183,2,2019-02-16,2019-02-16,in,tg,2020-01-09,NA,2020-03-02
00d975cc17,311851603,2,2020-02-05,2020-02-05,NA,NA,2020-02-05,NA,2020-03-02
00dcd87837,311397583,2,2020-01-07,2020-01-07,in,mh,2020-01-07,NA,2020-03-02
00dd262e05,308208159,2,2019-09-19,2019-09-19,fr,idf,2019-10-21,NA,2020-03-02
00dd856a5e,311387975,3,2020-01-06,2020-01-06,us,mo,2020-01-06,NA,2020-03-02
00e22d6a45,63054231,2,2018-11-19,2018-11-19,us,oh,2020-01-22,NA,2020-03-02
00e7376baa,309589235,2,2019-11-12,2019-11-12,NA,NA,2019-11-12,NA,2020-03-02
00e9814418,311982819,2,2020-02-12,2020-02-12,NA,NA,2020-02-12,NA,2020-03-02
00ea3a03e7,307989771,2,2019-09-08,2019-09-08,NA,NA,2019-10-21,NA,2020-03-02
00eb67a795,225962299,4,2019-08-17,2019-08-17,za,gt,2019-10-21,NA,2020-03-02
00ecbfd0a4,70775607,2,2018-08-15,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
00ed9e0b18,311451547,2,2020-01-13,2020-01-13,us,oh,2020-01-13,NA,2020-03-02
00f0824c7b,65599471,2,2019-01-03,2019-01-03,au,vic,2020-01-09,NA,2020-03-02
00f4073d33,311096983,2,2019-12-18,2019-12-18,NA,NA,2020-01-09,NA,2020-03-02
00f4119277,308771443,2,2019-10-09,2019-10-09,in,ka,2020-01-09,NA,2020-03-02
00f6f21ab3,63262575,2,2018-11-20,2018-11-20,in,dl,2019-10-21,NA,2020-03-02
00fb12db36,70782595,2,2019-02-19,2019-05-06,in,mh,2020-01-09,NA,2020-03-02
00fce6fe37,62998635,2,2018-11-19,2018-11-19,pl,28,2020-02-17,NA,2020-03-02
0100882954,70773707,2,2018-08-31,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
0102bb199d,308795355,2,2019-10-11,2019-10-11,NA,NA,2020-01-09,NA,2020-03-02
0107effb66,312024288,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
01098d5032,70783735,2,2018-09-23,2019-05-06,in,tg,2020-01-09,NA,2020-03-02
010a0e4881,69755835,2,2019-04-10,2019-04-10,co,ant,2020-01-09,NA,2020-03-02
010adf887b,309712859,2,2019-11-15,2019-11-15,ar,b,2019-11-15,NA,2020-03-02
010f02ae6d,84166927,2,2019-06-12,2019-06-12,NA,NA,2019-10-21,NA,2020-03-02
011006a70d,312048860,2,2020-02-20,2020-02-20,mx,cmx,2020-02-20,NA,2020-03-02
0112bc4e21,71065383,3,2019-05-14,2019-05-14,in,ka,2020-01-09,NA,2020-03-02
011489b454,312025524,2,2020-02-17,2020-02-17,it,mi,2020-02-17,NA,2020-03-02
0115aeab85,309798767,2,2019-11-21,2019-11-21,NA,NA,2020-01-09,NA,2020-03-02
0115f48a02,70776503,2,2018-08-10,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
011a198c27,309713835,2,2019-11-15,2019-11-15,fr,idf,2019-11-15,NA,2020-03-02
011aa07044,63053019,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
011bd2e07a,62999827,2,2018-11-19,2018-11-19,in,tg,2020-01-09,NA,2020-03-02
011d017c4e,63555535,2,2018-11-26,2018-11-26,in,mh,2020-01-09,NA,2020-03-02
0120dc423d,63001287,2,2018-11-19,2018-11-19,de,bw,2019-10-21,NA,2020-03-02
0124eec65c,316674900,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
01298977ec,70996267,2,2019-05-12,2019-05-12,in,dl,2019-10-21,NA,2020-03-02
0129d94043,69237659,2,2019-03-25,2019-03-25,NA,NA,2020-01-09,NA,2020-03-02
012d17d5bf,172107023,2,2019-08-06,2019-08-06,ca,ns,2019-10-21,NA,2020-03-02
012e755c96,309479027,2,2019-11-07,2019-11-07,in,tn,2020-01-09,NA,2020-03-02
01325ca517,316702704,2,2020-02-29,2020-02-29,NA,NA,2020-02-29,NA,2020-03-02
0132dac0b5,308794055,2,2019-10-11,2019-10-11,in,tn,2020-01-09,NA,2020-03-02
0133f2f4b8,69755899,2,2019-04-10,2019-04-10,uk,sth,2020-01-09,NA,2020-03-02
013d17e0cb,63057347,2,2018-11-19,2018-11-19,au,vic,2019-10-21,NA,2020-03-02
013e37436e,308389215,2,2019-09-28,2019-09-28,pe,lma,2019-10-21,NA,2020-03-02
01407d122f,70437831,2,2019-04-24,2019-04-24,in,dl,2020-01-09,NA,2020-03-02
01417b19a7,213057907,2,2019-08-15,2019-08-15,ng,la,2019-10-21,NA,2020-03-02
0143c1fc6b,68492119,2,2019-03-08,2019-03-08,vn,hn,2019-10-21,NA,2020-03-02
0144db81d0,63059515,2,2018-11-19,2018-11-19,in,as,2019-10-21,NA,2020-03-02
0144f372f3,218244227,2,2019-08-16,2019-08-16,us,md,2019-10-21,NA,2020-03-02
014539937d,68187575,2,2019-03-01,2019-03-01,fr,idf,2019-10-21,NA,2020-03-02
0150e29dd3,65575403,2,2019-01-02,2019-01-02,us,nj,2019-10-21,NA,2020-03-02
015150c4c5,308794575,2,2019-10-11,2019-10-11,NA,NA,2020-01-09,NA,2020-03-02
0154821f88,311987587,2,2020-02-13,2020-02-13,NA,NA,2020-02-13,NA,2020-03-02
01561adcbb,311840907,2,2020-02-05,2020-02-05,NA,NA,2020-02-05,NA,2020-03-02
0157f73dd5,70777847,2,2019-03-12,2019-05-06,in,tg,2020-01-09,NA,2020-03-02
015ba407d8,312025048,3,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
015c0ad91d,307672447,2,2019-08-29,2019-08-29,NA,NA,2020-01-09,NA,2020-03-02
015ecaef59,63001251,2,2018-11-19,2018-11-19,in,tg,2020-01-09,NA,2020-03-02
016289d1f9,63055403,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
0163b30a28,70438399,2,2019-04-24,2019-04-24,NA,NA,2020-01-09,NA,2020-03-02
01650fb2a9,311285031,3,2019-12-29,2019-12-29,ke,30,2020-02-27,NA,2020-03-02
0165f64c78,63979415,2,2018-12-06,2018-12-06,us,tx,2020-01-22,NA,2020-03-02
0168a82878,67983519,2,2019-02-25,2019-02-25,ae,du,2019-10-21,NA,2020-03-02
016cdcb539,63054115,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
016d199ab7,308794691,2,2019-10-11,2019-10-11,us,mi,2020-01-09,NA,2020-03-02
0170f2bc56,312048840,2,2020-02-20,2020-02-20,br,sp,2020-02-20,NA,2020-03-02
0174e7f7bb,69127655,2,2019-03-22,2019-03-22,in,dl,2019-10-21,NA,2020-03-02
0175fcb258,308771431,2,2019-10-09,2019-10-09,NA,NA,2020-01-09,NA,2020-03-02
0177e42228,205614759,2,2019-08-13,2019-08-13,NA,NA,2020-01-09,NA,2020-03-02
017ed23b9f,70438587,2,2019-04-24,2019-04-24,in,tn,2020-01-09,NA,2020-03-02
0185168b48,311407107,2,2020-01-08,2020-01-08,NA,NA,2020-01-08,NA,2020-03-02
018651a9f8,70776519,2,2018-08-10,2019-05-06,us,mi,2020-01-09,NA,2020-03-02
0188ab5449,90799211,2,2019-06-13,2019-06-13,NA,NA,2019-10-21,NA,2020-03-02
018a33287a,70771687,2,2018-11-10,2019-05-06,au,wa,2020-01-09,NA,2020-03-02
018a667798,67358527,2,2019-02-11,2019-02-11,au,nsw,2020-01-09,NA,2020-03-02
018a7d16a4,215304199,2,2019-08-15,2019-08-15,au,vic,2020-01-09,NA,2020-03-02
018e7dc2af,69755987,2,2019-04-10,2019-04-10,NA,NA,2019-10-21,NA,2020-03-02
018ff34525,69307523,2,2019-03-27,2019-03-27,hr,21,2019-10-21,NA,2020-03-02
0192090041,308342007,2,2019-09-25,2019-09-25,NA,NA,2020-01-09,NA,2020-03-02
0198a1197e,68177435,2,2019-02-28,2019-02-28,us,ca,2020-01-09,NA,2020-03-02
01a16d8da4,272271359,2,2019-08-24,2019-08-24,in,tg,2020-01-09,NA,2020-03-02
01a6b305ad,63000355,2,2018-11-19,2018-11-19,uk,swk,2019-10-21,NA,2020-03-02
01a6c9619e,308839555,2,2019-10-15,2019-10-15,RU,OMS,2019-10-21,NA,2020-03-02
01a967d6c6,95974495,2,2019-07-02,2019-07-02,in,tn,2020-01-09,NA,2020-03-02
01aad204db,311929611,4,2020-02-11,2020-02-11,ng,la,2020-02-20,NA,2020-03-02
01ac95afcf,311408211,2,2020-01-08,2020-01-08,se,ab,2020-01-08,NA,2020-03-02
01ae4f67ad,69262675,2,2019-03-26,2019-03-26,in,mh,2020-01-09,NA,2020-03-02
01b30435fd,312024756,2,2020-02-17,2020-02-17,us,dc,2020-02-17,NA,2020-03-02
01b359230a,66684955,2,2019-05-07,2019-05-07,us,tx,2020-01-09,NA,2020-03-02
01b3a0a1c3,311295587,2,2019-12-31,2019-12-31,NA,NA,2019-12-31,NA,2020-03-02
01b4aba8f7,63002427,2,2018-11-19,2018-11-19,us,ny,2019-10-21,NA,2020-03-02
01b58ad1fd,312025720,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
01b9087a0e,309479379,2,2019-11-07,2019-11-07,NA,NA,2020-01-09,NA,2020-03-02
01ba9f7d43,63000003,2,2018-11-19,2018-11-19,in,dl,2019-10-21,NA,2020-03-02
01c36175df,311388819,2,2020-01-06,2020-01-06,ca,on,2020-01-06,NA,2020-03-02
01c6d7d418,65336291,2,2018-12-21,2018-12-21,eg,alx,2019-10-21,NA,2020-03-02
01ca8f34a6,63052287,2,2018-11-19,2018-11-19,id,jk,2019-10-21,NA,2020-03-02
01cc840fae,316658680,2,2020-02-26,2020-02-26,NA,NA,2020-02-26,NA,2020-03-02
01cd0c761a,308825731,2,2019-10-14,2019-10-14,NA,NA,2019-10-21,NA,2020-03-02
01d7bcd862,311385451,4,2020-01-06,2020-01-06,uk,edh,2020-01-06,NA,2020-03-02
01d9b1393d,70781967,2,2018-07-09,2019-05-06,ke,30,2020-01-09,NA,2020-03-02
01da30cbc4,95638927,2,2019-07-02,2019-07-02,NA,NA,2019-10-21,NA,2020-03-02
01da6e8938,308040027,2,2019-09-11,2019-09-11,us,tx,2020-01-09,NA,2020-03-02
01ddc8c5e1,63059823,3,2018-11-19,2018-11-19,br,rs,2019-10-21,NA,2020-03-02
01e08b786c,63002423,2,2018-11-19,2018-11-19,it,vr,2019-10-21,NA,2020-03-02
01e0b74a1d,63057059,2,2018-11-19,2018-11-19,se,ab,2019-10-21,NA,2020-03-02
01e40d33cf,67645919,2,2019-02-19,2019-02-19,in,tg,2020-01-09,NA,2020-03-02
01e42ca4e4,62999639,2,2018-11-19,2018-11-19,us,tx,2020-01-09,NA,2020-03-02
01e59c4c21,69607031,2,2019-04-04,2019-04-04,in,ka,2020-01-22,NA,2020-03-02
01e604b8dc,310459807,2,2019-12-02,2019-12-02,us,ga,2019-12-02,NA,2020-03-02
01e660e43f,95973247,2,2019-07-02,2019-07-02,us,nc,2020-01-09,NA,2020-03-02
01e67662e0,70775603,2,2018-11-04,2019-05-06,us,ma,2020-01-09,NA,2020-03-02
01e8305d5e,70772279,2,2019-04-11,2019-05-06,in,dl,2020-01-09,NA,2020-03-02
01e89450b9,67093075,2,2019-02-02,2019-02-02,NA,NA,2020-01-09,NA,2020-03-02
01e8f397c8,95973727,2,2019-07-02,2019-07-02,NA,NA,2020-01-09,NA,2020-03-02
01ea608289,70776143,2,2019-03-23,2019-05-06,in,ka,2020-01-09,NA,2020-03-02
01eb8d9e51,62999687,2,2018-11-19,2018-11-19,in,mh,2019-10-21,NA,2020-03-02
01ebfd9165,307893143,2,2019-09-05,2019-09-05,br,am,2019-10-21,NA,2020-03-02
01f0d9d8d7,309149411,2,2019-10-29,2019-10-29,us,ut,2020-01-09,NA,2020-03-02
01f3331d03,311852631,2,2020-02-05,2020-02-05,NA,NA,2020-02-05,NA,2020-03-02
01f350ed5f,70773203,2,2018-09-05,2019-05-06,us,va,2020-01-09,NA,2020-03-02
01f5d33955,66839043,2,2019-01-25,2019-01-25,us,co,2019-10-21,NA,2020-03-02
01ffc5447c,311717183,4,2020-01-29,2020-01-29,us,il,2020-02-05,NA,2020-03-02
02031e7193,63053087,2,2018-11-19,2018-11-19,ca,on,2019-10-21,NA,2020-03-02
020a17cade,70783047,2,2019-02-18,2019-05-06,rw,01,2020-01-09,NA,2020-03-02
020e7c0eb2,69619971,2,2019-04-04,2019-04-04,us,va,2019-10-21,NA,2020-03-02
02152efe26,308365747,3,2019-09-27,2019-09-27,mx,cmx,2019-10-21,NA,2020-03-02
021c66ed08,311692019,2,2020-01-27,2020-01-27,NA,NA,2020-01-27,NA,2020-03-02
0225508d05,67645699,2,2019-02-19,2019-02-19,in,ap,2020-01-09,NA,2020-03-02
0228c73724,308643155,4,2019-10-05,2019-10-05,sa,02,2020-01-09,NA,2020-03-02
022bed1311,69755127,2,2019-04-10,2019-04-10,in,wb,2020-01-09,NA,2020-03-02
022f81b040,312095884,2,2020-02-21,2020-02-21,tn,11,2020-02-21,NA,2020-03-02
022fe9eb6d,70784535,2,2018-11-17,2019-05-06,NA,NA,2020-01-09,NA,2020-03-02
0234567f7c,67158419,2,2019-02-04,2019-02-04,in,ka,2020-01-09,NA,2020-03-02
0236f3158f,308772559,2,2019-10-09,2019-10-09,NA,NA,2019-10-21,NA,2020-03-02
023b9f776c,311893255,2,2020-02-07,2020-02-07,tr,06,2020-02-07,NA,2020-03-02
023c0edcd2,63052931,2,2018-11-19,2018-11-19,sk,bl,2020-01-09,NA,2020-03-02
023e16d291,70777607,2,2018-08-03,2019-05-06,br,sp,2020-01-09,NA,2020-03-02
023e552a11,309633183,2,2019-11-14,2019-11-14,NA,NA,2019-11-14,NA,2020-03-02
02429e761d,312015776,2,2020-02-16,2020-02-16,NA,NA,2020-02-16,NA,2020-03-02
0249f3f02e,63002863,2,2018-11-19,2018-11-19,es,b,2019-10-21,NA,2020-03-02
024b7a025a,64381811,2,2018-12-10,2018-12-10,NA,NA,2019-10-21,NA,2020-03-02
024c8eaa3c,307965375,2,2019-09-06,2019-09-06,NA,NA,2020-01-09,NA,2020-03-02
02569d52ab,70438787,2,2019-04-24,2019-04-24,tr,34,2020-01-09,NA,2020-03-02
0259eb8694,132879763,2,2019-07-26,2019-07-26,NA,NA,2019-10-21,NA,2020-03-02
025adf277f,70772095,2,2018-09-12,2019-05-06,us,ny,2020-02-20,NA,2020-03-02
025b6d1782,63058515,2,2018-11-19,2018-11-19,in,mh,2019-10-21,NA,2020-03-02
02617af6a1,73171047,2,2019-06-05,2019-06-05,in,mh,2020-01-09,NA,2020-03-02
0268eb26e8,309025267,2,2019-10-24,2019-10-24,NA,NA,2020-01-09,NA,2020-03-02
0269dec508,188511683,2,2019-08-09,2019-08-09,in,mh,2019-10-21,NA,2020-03-02
026d2c1ca9,63057307,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
026db0b2b3,65659903,2,2019-01-07,2019-01-07,in,ka,2019-10-21,NA,2020-03-02
026dc807fb,70772887,3,2019-04-08,2019-05-06,us,wa,2020-01-09,NA,2020-03-02
0270753616,69237407,2,2019-03-25,2019-03-25,us,ca,2020-01-22,NA,2020-03-02
02767f8904,316691380,2,2020-02-27,2020-02-27,NA,NA,2020-02-27,NA,2020-03-02
0278642989,310624223,2,2019-12-07,2019-12-07,NA,NA,2019-12-07,NA,2020-03-02
0279eaece0,63060111,2,2019-02-05,2019-02-05,id,jk,2020-01-09,NA,2020-03-02
0279f3b6c5,69237635,2,2019-03-25,2019-03-25,NA,NA,2020-01-09,NA,2020-03-02
027bd59f46,70783243,2,2018-09-25,2019-05-06,ae,du,2020-01-09,NA,2020-03-02
028459714e,311286391,2,2019-12-30,2019-12-30,de,be,2019-12-30,NA,2020-03-02
0288018915,308270635,2,2019-09-23,2019-09-23,ng,la,2020-01-09,NA,2020-03-02
0288657a6e,308262931,2,2019-09-22,2019-09-22,NA,NA,2019-10-21,NA,2020-03-02
028c857798,311776191,2,2020-02-01,2020-02-01,NA,NA,2020-02-01,NA,2020-03-02
028cfe0958,70783675,2,2018-09-23,2019-05-06,in,kl,2020-01-09,NA,2020-03-02
028ecc3902,63053431,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
028ee0a233,70783187,2,2018-07-03,2019-05-06,mx,cmx,2020-01-09,NA,2020-03-02
029264ae15,215303383,4,2019-08-15,2019-08-15,tn,11,2020-01-09,NA,2020-03-02
0297a10fb2,63059579,2,2018-11-19,2018-11-19,in,ka,2019-10-21,NA,2020-03-02
02998b5fab,311697987,2,2020-01-27,2020-01-27,us,ar,2020-01-27,NA,2020-03-02
029a276f94,311840819,2,2020-02-05,2020-02-05,NA,NA,2020-02-05,NA,2020-03-02
029ab83150,63052839,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
029b898a3b,103945315,2,2019-07-10,2019-07-10,ru,mow,2020-01-09,NA,2020-03-02
029d98cb54,95973527,2,2019-07-02,2019-07-02,ie,d,2020-01-09,NA,2020-03-02
029ed461f3,311985755,2,2020-02-13,2020-02-13,NA,NA,2020-02-13,NA,2020-03-02
02a7c4d957,67959223,2,2019-02-23,2019-02-23,us,mi,2020-01-09,NA,2020-03-02
02af5b655e,307892415,3,2019-09-05,2019-09-05,us,co,2020-02-05,NA,2020-03-02
02b03a26f0,205614463,4,2019-08-13,2019-08-13,qa,da,2020-01-22,NA,2020-03-02
02b39cf0e9,63058175,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
02b76c704b,70777063,2,2018-10-30,2019-05-06,de,by,2020-01-09,NA,2020-03-02
02bae740cc,312023716,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
02bd6bec15,95023259,2,2019-06-23,2019-06-23,za,gt,2020-01-09,NA,2020-03-02
02c3b6719a,63052443,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
02c3c8bf82,130930279,2,2019-07-25,2019-07-25,vn,sg,2019-10-21,NA,2020-03-02
02c88c1c43,309565583,2,2019-11-10,2019-11-10,dk,82,2019-11-10,NA,2020-03-02
02c8b29fac,312025824,2,2020-02-17,2020-02-17,NA,NA,2020-02-17,NA,2020-03-02
02d25cd370,309025475,2,2019-10-24,2019-10-24,uk,rdb,2020-01-09,NA,2020-03-02
02d317a217,63060155,2,2018-11-19,2018-11-19,in,tn,2019-10-21,NA,2020-03-02
02d795ac35,62999047,2,2018-11-19,2018-11-19,NA,NA,2019-10-21,NA,2020-03-02
02d97ba711,96323215,2,2019-07-02,2019-07-02,NA,NA,2019-10-21,NA,2020-03-02
02dab0ba90,63001759,2,2018-11-19,2018-11-19,us,ca,2019-10-21,NA,2020-03-02
02db02c78e,311468555,2,2020-01-15,2020-01-15,NA,NA,2020-01-15,NA,2020-03-02
02dbef09e6,311096999,2,2019-12-18,2019-12-18,us,or,2020-01-22,NA,2020-03-02
02de683e4f,311862991,1,2020-02-06,2020-02-06,NA,NA,2020-02-29,NA,2020-03-02
02e3cf165a,70781615,2,2018-07-11,2019-05-06,in,dl,2020-01-09,NA,2020-03-02
02e75392d6,70785015,2,2019-02-03,2019-05-06,in,dl,2020-01-09,NA,2020-03-02
02e8812c8d,70770791,2,2018-11-13,2019-05-06,us,ny,2020-01-09,NA,2020-03-02
02e9bf1398,63338767,2,2018-11-22,2018-11-25,cl,rm,2019-10-21,NA,2020-03-02
02ea091169,68150335,2,2019-02-27,2019-02-27,NA,NA,2020-01-09,NA,2020-03-02
02eca67a9c,312005396,2,2020-02-15,2020-02-15,NA,NA,2020-02-15,NA,2020-03-02
02f2bee4c8,311411367,3,2020-01-08,2020-01-08,au,vic,2020-01-09,NA,2020-03-02
